Count,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
39,20.014,68.733,248,185,1358583,5478.157,732.668,5317,4509,7102,624.819,295.387,9.762,1.722,0.531,1.744,624.934,295.443,9.778,617,287,7,13,16,6
40,17.351,72.911,215,214,1187398,5522.781,1231.294,4985,4500,9275,701.098,551.019,8.758,1.868,0.874,1.764,701.542,550.7,8.745,689,545,7,20,14,5
41,188.277,416.085,2333,1580,19908476,8533.423,5967.383,6140,4501,39788,634.429,605.997,10.266,4.323,1.655,4.03,634.511,607.496,10.1,611,574,7,42,51,7
42,18.319,59.624,227,211,1463228,6445.938,1877.373,5779,4502,11786,561.581,443.987,9.066,1.49,0.481,1.488,561.665,444.367,9.136,555,436,8,12,17,3
43,41.561,96.045,515,405,3873168,7520.714,2245.967,7140,4508,13929,273.225,574.614,9.86,1.839,0.423,1.837,273.189,574.713,9.872,265,565,8,17,21,4
44,180.127,296.721,2232,1420,21298996,9542.561,4609.341,8219,4500,28008,194.112,634.776,11.459,3.136,0.943,3.241,195.162,634.59,11.739,181,616,9,29,35,5
45,79.249,171.823,982,767,6810117,6934.946,1813.586,6727,4500,12822,565.65,170.288,11.546,2.696,0.956,2.608,565.496,170.102,11.553,557,155,10,21,33,4
46,25.179,85.12,312,301,1783254,5715.558,1220.949,5281.5,4502,9659,469.208,373.183,12.135,1.81,0.642,1.761,469.374,373.107,12.205,458,368,10,22,14,4
47,19.126,60.45,237,190,1739673,7340.393,3056.289,6204,4504,16855,388.439,411.072,11.578,1.512,0.462,1.526,388.285,410.492,11.536,384,404,10,11,16,4
48,19.368,69.031,240,212,1494027,6225.112,1776.832,5633,4509,11499,617.617,507.625,12.1,1.835,0.896,1.675,617.502,508.36,12.163,612,494,10,11,22,4
49,23.565,78.657,292,260,1688632,5782.986,1449.692,5171,4501,10469,385.486,432.966,11.942,1.877,0.642,1.95,385.141,433.499,12.003,378,423,11,16,19,3
50,23.081,69.128,286,286,1790610,6260.874,1368.599,6001.5,4502,9842,451.14,327.441,12.388,1.766,0.773,1.726,451.416,327.403,12.437,438,319,12,22,16,2
1,17.512,64.227,217,217,1250670,5763.456,1166.409,5397,4506,9246,566.677,251.889,2.018,1.819,0.729,1.881,566.975,251.777,2.065,556,247,1,22,13,3
2,28.084,89.743,348,318,2150130,6178.535,1304.683,5882,4504,9677,483.914,327.793,2.784,2.042,0.705,2.067,483.822,327.735,2.818,477,316,1,14,23,5
3,18.239,68.443,226,208,1247795,5521.217,884.18,5241.5,4503,8557,475.106,504.367,1.96,1.695,0.569,1.639,474.998,504.369,1.988,470,497,1,12,19,4
4,31.151,97.265,386,351,2390985,6194.262,1466.857,5768,4518,10335,687.531,718.925,1.946,1.959,0.773,1.953,687.424,718.977,1.926,678,707,1,21,24,3
5,18.481,62.091,229,229,1597024,6973.904,2588.51,5944,4511,15073,740.904,748.847,1.738,1.695,0.738,1.632,740.091,748.781,1.724,732,742,1,21,16,2
6,16.302,54.802,202,202,1300745,6439.332,1735.765,5576,4505,9874,588.168,774.936,1.332,1.394,0.51,1.389,588.442,774.835,1.257,579,768,1,18,14,2
7,16.544,62.162,205,205,1278370,6235.951,1606.555,5622,4501,10212,441.756,798.8,1.234,2.003,0.865,2.067,442.433,798.519,1.202,429,792,1,24,15,2
8,32.119,117.124,398,385,2136549,5368.213,851.558,5065.5,4502,8781,586.475,329.178,3.523,2.408,0.913,2.461,586.378,329.583,3.512,574,318,2,27,25,5
9,57.702,156.851,715,664,4370640,6112.783,1730.971,5549,4502,15298,378.445,345.455,3.659,2.599,1.166,2.438,378.232,344.748,3.613,369,330,2,20,36,4
10,17.754,65.267,220,220,1318053,5991.15,1321.089,5507,4507,9109,697.764,561.195,2.614,1.767,0.919,1.475,697.782,561.127,2.595,685,555,2,25,15,2
11,17.997,60.567,223,223,1238756,5554.959,934.951,5370,4540,8684,230.099,301.641,3.345,1.689,0.925,1.49,230.087,301.633,3.368,226,293,3,12,25,2
12,17.189,77.812,213,213,1038238,4874.357,261.622,4850,4504,5479,185.695,453.822,4.099,2.424,1.229,2.389,185.688,453.846,4.098,178,440,3,19,27,4
13,60.768,170.544,753,642,4976831,6609.337,1847.926,6017,4502,11806,75.904,723.045,4.81,2.643,1.125,2.378,75.699,723.401,4.824,60,706,3,30,29,5
14,208.291,405.866,2581,1709,18836980,7298.326,2332.671,6644,4501,14727,200.792,638.845,7.788,3.582,0.915,3.74,200.84,638.568,7.857,186,624,4,33,36,8
15,22.032,59.689,273,248,1590930,5827.583,882.686,5756,4506,7759,651.806,757.615,9.308,1.438,0.442,1.459,651.831,757.719,9.343,646,752,8,16,13,3
16,18.804,54.498,233,233,1657127,7112.133,2065.303,6541,4501,11904,154.794,583.884,9.554,1.36,0.469,1.325,154.429,583.663,9.559,148,577,9,16,14,3
17,18.239,57.655,226,220,1382807,6118.615,1166.324,5892,4515,9036,247.496,407.535,10.982,1.408,0.46,1.4,247.405,407.46,10.985,240,402,10,17,14,3
1,28.811,80.11,357,283,2811347,7874.921,3073.962,6875,4545,16943,418.308,106.944,3.314,1.748,0.517,1.724,418.232,107.069,3.382,412,101,1,13,14,5
2,42.368,140.696,525,437,3107635,5919.305,1790.441,5084,4503,11837,570.135,138.438,4.735,2.528,0.973,2.492,570.8,138.219,4.593,553,130,1,27,23,6
3,41.965,119.229,520,434,3099987,5961.514,1505.426,5446.5,4501,11697,603.623,183.21,1.781,2.262,0.766,2.25,603.261,183.351,1.868,594,173,1,23,24,4
4,18.077,55.389,224,220,1337375,5970.424,1376.441,5572,4535,10794,454.147,437.58,2.464,1.367,0.492,1.35,453.869,437.389,2.445,447,432,1,18,13,3
5,46.242,136.752,573,503,3475334,6065.155,1613.449,5591,4500,12817,512.333,480,2.079,2.421,0.905,2.369,511.951,479.366,2.202,505,468,1,25,30,4
6,18.319,48.339,227,227,1846004,8132.176,2352.915,7969,4565,12641,154.863,628.894,1.498,1.267,0.362,1.303,154.871,628.851,1.506,149,623,1,13,13,2
7,127.993,344.052,1586,1306,8895282,5608.627,909.547,5417.5,4500,9448,694.617,667.097,3.039,4.642,2.72,3.845,694.452,667.015,3.006,680,623,1,28,77,7
8,24.372,81.969,302,302,1676073,5549.911,883.409,5296,4505,8648,660.493,678.937,2.954,1.829,0.748,1.794,660.728,678.721,2.912,653,669,1,16,21,5
9,27.842,93.054,345,258,1838271,5328.322,700.511,5140,4504,7492,698.33,721.525,3.994,2.008,0.816,2.035,698.25,721.672,3.952,693,715,1,12,17,8
10,22.758,68.288,282,260,1638101,5808.869,860.618,5739,4536,7431,691.741,769.89,2.284,1.674,0.665,1.607,691.829,769.747,2.316,684,762,1,17,18,3
11,27.923,77.728,346,319,2334000,6745.665,2140.307,5903.5,4531,14681,451.699,815.754,1.526,1.746,0.766,1.671,451.858,816.393,1.548,444,803,1,16,23,3
12,20.66,61.161,256,211,1654208,6461.75,1631.564,6087,4515,11284,689.027,819.047,2.055,1.47,0.323,1.428,689.134,819.22,2.042,682,813,1,15,13,3
13,16.867,62.523,209,207,1147593,5490.875,789.548,5442,4503,8079,566.914,245.679,3.024,1.563,0.662,1.489,566.912,245.583,3.056,559,237,2,18,18,3
14,30.021,78.98,372,306,2672456,7184.021,2248.196,6570.5,4500,13205,242,410.489,3.562,1.685,0.477,1.678,242.161,410.757,3.561,235,402,2,15,17,4
15,35.428,114.974,439,351,2660887,6061.246,1822.793,5379,4501,14240,716.091,729.31,4.062,2.566,1.017,2.528,716.413,729.504,4.147,707,717,2,17,30,5
16,59.558,114.619,738,466,6720896,9106.905,3826.242,7718,4502,18416,576.148,32.008,4.69,2.141,0.433,2.088,576.626,31.749,4.703,565,24,3,21,17,4
17,18.239,60.173,226,222,1227010,5429.248,849.977,5095,4504,7495,670.133,632.686,3.991,1.384,0.436,1.398,670.112,632.486,3.984,663,626,3,15,15,3
18,57.218,188.299,709,663,3750105,5289.288,827.862,5031,4500,9432,656.08,741.234,5.13,2.848,1.011,2.95,655.852,741.218,5.084,640,729,3,34,28,5
19,22.677,66.926,281,211,1704779,6066.829,1234.99,5738,4511,9247,728.007,812.093,4.523,1.605,0.329,1.624,727.878,812.201,4.512,723,806,3,12,15,4
20,169.797,426.984,2104,1695,12362862,5875.885,1278.056,5517.5,4505,12090,619.425,194.838,6.792,4.859,2.099,4.745,619.339,196.042,6.88,599,161,4,38,56,7
21,26.551,66.597,329,247,2530966,7692.906,2732.185,6753,4504,14206,190.83,574.851,5.641,1.56,0.248,1.601,190.826,574.762,5.649,185,569,4,13,13,4
22,24.856,91.028,308,304,1716832,5574.13,782.744,5444.5,4505,7646,373.89,568.516,8.14,2.178,0.974,2.142,374.012,568.444,8.145,361,553,6,20,26,5
23,19.207,63.737,238,238,1430550,6010.714,1507.397,5521.5,4501,11022,568.084,710.479,6.601,1.827,0.739,1.811,568.799,710.737,6.63,557,704,6,22,14,2
24,17.189,50.249,213,151,1591684,7472.695,2522.65,6586,4509,14383,326.817,178.211,8.653,1.444,0.26,1.444,326.916,178.232,8.688,323,174,7,10,10,4
25,106.042,244.229,1314,1092,8454046,6433.825,1964.447,5926,4500,13469,372.891,78.847,10.021,3.346,1.377,3.241,371.494,78.303,10.179,353,68,8,44,25,5
26,50.681,137.875,628,510,4246010,6761.163,2598.359,5791,4501,17406,627.796,786.371,10.325,2.229,0.815,2.178,627.408,786.474,10.456,617,773,8,21,25,5
27,18.319,50.037,227,227,1409456,6209.057,971.586,6229,4501,8351,577.507,538.145,9.542,1.295,0.404,1.295,577.478,538.08,9.569,571,532,9,14,14,2
28,21.386,69.76,265,236,1724099,6506.034,1309.154,6484,4506,10121,403.042,224.992,11.298,1.801,0.752,1.834,402.979,224.936,11.302,396,216,10,16,20,3
29,27.197,76.552,337,285,2306383,6843.867,1766.532,6472,4513,11792,430.54,255.772,11.163,1.767,0.542,1.712,430.339,255.426,11.112,423,248,10,15,19,4
30,110.884,180.338,1374,854,14448529,10515.669,4767.865,9222,4506,21405,641.435,406.14,11.388,2.727,0.752,2.668,641.834,406.325,11.41,626,394,10,27,27,4
31,17.512,60.999,217,188,1162054,5355.087,812.61,5046,4500,7615,656.212,728.876,12.147,1.571,0.667,1.426,656.461,728.955,12.181,647,719,11,17,19,3
32,20.014,70.387,248,232,1453915,5862.561,1066.937,5590,4503,8582,248.246,766.867,11.585,1.97,0.65,2.044,248.02,766.848,11.596,238,760,11,22,13,3
1,19.853,59.024,246,243,1445164,5874.65,1144.568,5613.5,4508,8338,344.455,70.106,2.333,1.423,0.517,1.37,344.631,69.846,2.353,338,61,1,13,19,3
2,47.13,99.066,584,395,4610388,7894.5,2184.031,7702,4501,12895,334.346,301.572,2.699,1.975,0.41,1.958,334.422,301.522,2.714,325,294,1,18,17,4
3,35.67,84.255,442,316,3345021,7567.921,2174.576,7102,4519,12297,325.778,465.328,3.319,1.778,0.315,1.767,325.74,465.203,3.34,319,458,1,14,16,5
4,56.249,112.264,697,623,6215439,8917.416,2828.319,9083,4507,14497,394.775,616.088,1.624,2.078,0.591,2.095,394.636,615.865,1.537,385,605,1,21,22,3
5,26.874,68.753,333,288,2369862,7116.703,1949.006,6767,4508,12426,507.435,263.946,2.76,1.604,0.44,1.567,507.404,263.894,2.768,502,256,2,12,18,3
6,43.095,100.797,534,474,4145931,7763.916,2555.79,7302.5,4516,15024,621.034,397.631,5.187,1.974,0.689,1.891,621.113,397.538,5.195,607,390,4,28,17,3
7,79.895,151.872,990,621,8513265,8599.258,3256.274,7682,4501,17111,212.539,346.652,8.423,2.519,0.62,2.464,212.413,346.394,8.347,201,338,6,26,22,5
8,48.421,112.179,600,479,4628340,7713.9,2356.075,7562.5,4531,14110,681.637,716.66,7.565,1.978,0.598,2.007,681.424,716.579,7.527,671,709,6,22,18,4
9,26.228,68.431,325,295,2485524,7647.766,2403.81,7265,4531,14041,242.249,350.572,9.658,1.567,0.438,1.538,242.031,350.57,9.659,235,345,8,18,12,4
10,160.193,228.295,1985,1056,16545555,8335.292,2326.771,8649,4509,13397,280.783,762.402,10.696,3.004,0.509,3.04,280.951,762.487,10.696,269,749,8,25,28,6
11,49.067,98.014,608,408,5050335,8306.472,2779.909,7719,4552,15138,647.878,719.735,10.498,1.961,0.251,1.957,647.843,719.743,10.473,640,712,9,17,16,4
12,21.467,73.538,266,260,1486929,5589.958,1087.101,5155,4501,9310,414.305,81.752,11.256,1.692,0.667,1.725,414.092,81.63,11.255,405,76,10,20,15,3
13,20.095,66.881,249,249,1563368,6278.586,1211.422,6088,4505,8997,428.502,242.871,10.627,2.053,0.899,2.033,428.447,243.048,10.623,424,229,10,10,27,2
1,117.26,191.475,1453,811,12459840,8575.251,2701.217,8402,4509,18511,571.939,718.444,2.885,2.744,0.564,2.757,571.773,718.718,2.9,559,706,1,27,25,5
2,23.807,63.517,295,225,2322576,7873.139,2467.471,7632,4501,13219,421.125,146.261,6.881,1.53,0.28,1.507,421.072,146.331,6.882,414,140,5,14,13,4
1,145.263,241.725,1800,1278,13638497,7576.943,1861.461,7473,4508,11975,207.312,410.284,2.222,3.308,1.233,3.15,207.474,410.359,2.205,183,399,1,47,23,5
2,81.67,176.472,1012,832,6919643,6837.592,1448.493,6850,4505,10409,72.282,430.899,1.912,2.861,1.241,2.655,72.492,430.988,1.895,56,414,1,34,29,4
3,28.891,95.754,358,335,1915206,5349.737,631.742,5193,4501,7123,372.88,683.88,2.271,2.461,1.119,2.329,372.857,683.773,2.279,367,667,1,12,31,4
4,29.053,89.336,360,351,2549204,7081.122,1867.384,6766.5,4506,11834,290.275,190.864,6.733,2.204,1.08,1.961,290.056,191.082,6.78,281,179,4,20,23,5
5,19.53,52.574,242,207,1623697,6709.492,1561.877,6388.5,4509,10265,731.442,248.711,4.707,1.371,0.298,1.384,731.49,248.689,4.686,726,243,4,11,13,3
6,111.046,208.035,1376,808,10862345,7894.146,2332.435,7523,4501,13635,347.757,435.594,6.933,2.96,0.918,2.938,347.587,435.386,7.008,333,424,4,32,21,7
7,25.098,66.106,311,251,2277780,7324.051,1938.914,7083,4523,11373,458.489,267.46,8.91,1.553,0.342,1.56,458.43,267.464,8.886,453,260,7,12,16,4
8,20.74,63.498,257,230,1870051,7276.463,2200.341,6789,4509,12666,69.922,526.872,8.163,1.56,0.552,1.462,70.234,526.691,8.209,60,521,7,18,14,3
9,23.726,63.104,294,251,2177935,7407.942,2151.422,7149,4500,11365,505.912,492.109,10.466,1.463,0.307,1.527,505.882,492.106,10.471,500,486,9,13,13,4
1,38.091,81.382,472,377,4364602,9247.038,3159.322,8862.5,4526,15667,377.936,56.956,1.858,1.747,0.38,1.77,377.936,56.92,1.811,370,50,1,17,16,3
2,23.484,64.318,291,252,2055555,7063.763,1879.322,6528,4533,11275,456.787,49.632,3.227,1.583,0.452,1.55,456.749,49.741,3.242,451,42,2,13,17,3
3,31.151,87.729,386,334,2717727,7040.744,2129.07,6526,4526,13980,663.288,388.231,2.803,2.15,0.832,2.09,663.094,388.072,2.845,655,379,2,22,20,3
4,72.874,141.317,903,657,7618681,8437.077,2549.369,8251,4503,15320,453.563,102.963,6.834,2.39,0.758,2.412,453.443,103.154,6.833,442,91,5,24,24,4
5,141.874,287.694,1758,1133,9710143,5523.403,736.901,5380,4500,8624,634.218,698.811,8.352,3.122,0.898,3.142,634.115,698.871,8.344,622,680,5,26,36,7
6,18.077,54.846,224,191,1609331,7184.513,2308.527,6503,4514,12933,427.366,169.75,7.344,1.361,0.311,1.378,427.431,169.762,7.355,421,164,6,13,12,4
1,27.035,72.195,335,335,2302217,6872.29,1647.567,6683,4503,10981,397.893,44.866,1.376,1.647,0.689,1.553,398.208,44.884,1.338,386,37,1,23,17,2
2,48.098,108.306,596,540,4549539,7633.455,2445.026,7052.5,4517,15777,439.319,86.389,2.307,2.1,0.782,2.102,439.539,86.182,2.278,429,75,1,21,24,3
3,18.077,67.217,224,224,1263100,5638.839,1003.76,5430,4500,8842,461.009,98.554,1.518,1.958,0.83,1.863,460.629,98.32,1.506,452,88,1,19,23,2
4,43.498,114.323,539,508,3641130,6755.343,1552.486,6591,4501,10188,188.61,249.594,2.215,1.96,0.722,1.972,188.893,249.611,2.259,176,239,1,24,20,3
5,28.084,81.105,348,332,1886219,5420.169,1056.347,5124.5,4508,9996,571.195,323.764,1.787,1.744,0.697,1.681,571.405,323.678,1.804,561,314,1,19,21,3
6,24.453,90.428,303,303,1527197,5040.254,401.805,4961,4501,5981,498.129,398.594,1.386,2.184,1.081,2.142,498.304,398.688,1.383,484,388,1,26,26,3
7,19.288,75.074,239,239,1327031,5552.431,1091.507,5126,4501,8372,237.134,452.866,1.757,1.807,0.812,1.769,237.115,453.036,1.71,231,439,1,13,24,4
8,46.646,106.187,578,431,4264514,7378.052,2542.535,6637,4504,14941,380.448,479.202,2.429,2.074,0.563,1.927,380.387,479.221,2.42,374,467,1,15,24,4
9,64.077,162.733,794,697,5844832,7361.25,2305.343,6847,4501,14208,515.377,515.35,1.68,2.747,1.442,2.438,515.686,516.033,1.617,505,488,1,21,45,4
10,67.87,166.439,841,716,5832825,6935.583,1650.874,6707,4500,11119,211.565,511.108,1.621,2.683,1.111,2.639,211.421,510.975,1.586,200,493,1,25,33,3
11,28.326,103.237,351,347,1854947,5284.75,625.797,5097,4516,7091,406.761,655.655,2.741,2.509,1.232,2.326,406.704,655.758,2.749,395,642,1,26,31,4
12,254.211,353.632,3150,1876,43149348,13698.206,7646.816,12276,4500,38032,227.871,700.036,2.507,3.676,1.174,3.626,227.914,700.053,2.318,210,683,1,39,35,5
13,28.326,73.208,351,308,2267901,6461.256,1480.815,6010,4500,10535,343.296,763.009,2.208,1.668,0.531,1.583,343.551,763.013,2.192,332,756,1,20,14,3
14,26.793,83.093,332,275,2639946,7951.645,3655.804,6775,4503,19940,149.389,815.048,2.44,1.978,0.548,1.96,148.936,814.919,2.243,141,807,1,16,16,5
15,22.193,74.267,275,250,1631111,5931.312,1593.185,5469,4502,12622,602.258,811.575,2.331,1.771,0.802,1.595,601.997,811.519,2.28,596,797,1,14,26,3
16,24.856,66.539,308,304,2840701,9223.056,3806.432,8286.5,4515,18251,596.571,837.968,1.442,1.479,0.478,1.497,596.573,838.139,1.412,589,830,1,17,16,3
17,39.06,94.986,484,424,3111340,6428.389,1403.677,6244,4505,9975,554.917,240.2,3.219,1.829,0.588,1.816,555.103,240.104,3.257,547,231,2,18,21,3
18,19.611,74.9,243,243,1370729,5640.86,1026.642,5430,4502,9493,259.564,308.3,2.432,2.062,0.718,1.992,259.439,308.306,2.417,249,299,2,23,16,3
19,32.765,94.818,406,354,2518405,6202.968,1397.49,5821.5,4503,9631,128.039,551.126,3.017,1.888,0.648,1.799,128.077,551.085,3.012,120,539,2,18,24,3
20,18.561,63.401,230,226,1261219,5483.561,769.543,5232.5,4512,7136,416.965,292.387,3.626,1.546,0.6,1.481,416.9,292.522,3.59,411,286,3,15,15,4
21,44.87,110.482,556,556,2930267,5270.264,525.453,5191,4512,6695,653.004,500.899,3.453,2.228,1.009,2.089,653.005,501.11,3.43,645,484,3,16,33,2
22,20.66,63.789,256,256,1702585,6650.723,1650.273,6246.5,4512,10892,535.363,783.133,3.719,1.512,0.615,1.422,535.34,783.229,3.721,529,773,3,15,21,2
23,27.6,75.559,342,332,2083247,6091.366,1150.745,5844.5,4522,8700,189.325,349.538,6.427,1.748,0.657,1.764,189.246,349.643,6.426,180,342,5,20,17,3
24,48.744,149.283,604,549,3875730,6416.771,1589.754,6068.5,4503,11355,100.079,420.788,7.589,3.247,1.557,3.286,100.173,420.4,7.56,85,406,5,28,37,6
25,77.716,165.257,963,776,7510052,7798.6,2577.238,7347,4501,15141,410.792,9.371,7.376,2.529,0.923,2.505,410.929,9.493,7.368,396,0,6,28,25,4
26,31.635,84.565,392,324,2613181,6666.278,1584.489,6515,4505,11227,158.446,368.151,7.482,1.907,0.597,1.875,158.434,367.996,7.431,152,359,6,12,22,4
27,30.021,94.695,372,297,2325224,6250.602,1729.42,5941,4507,13259,150.788,450.433,7.298,2.063,0.713,1.919,150.818,450.288,7.467,139,444,6,19,16,6
28,41.804,100.034,518,384,3753706,7246.537,2254.957,6467,4516,12436,585.826,537.757,8.421,1.951,0.509,1.912,585.653,537.739,8.446,577,530,6,21,15,5
29,81.347,184.212,1008,863,6986510,6931.062,1627.844,6713,4502,10913,149.903,766.164,9.035,2.704,1.118,2.626,149.72,766.198,9.101,132,752,6,33,26,6
30,39.867,91.015,494,422,3788038,7668.093,2555.568,7105,4501,14020,354.443,169.585,8.19,1.842,0.516,1.798,354.192,169.322,8.233,345,162,7,21,16,3
31,70.533,197.52,874,851,5522209,6318.317,1477.037,5989.5,4508,11412,434.55,350.101,8.477,3.642,2.13,3.17,434.862,349.775,8.5,418,330,7,38,50,4
32,17.351,47.88,215,180,1603961,7460.284,2354.459,6800,4518,12277,224.019,674.54,7.753,1.32,0.257,1.344,224.079,674.605,7.674,220,669,7,10,12,3
33,37.688,122.025,467,444,2543129,5445.672,713.709,5248,4501,7267,543.398,358.448,9.017,2.787,1.444,2.491,543.447,357.909,9.007,535,345,8,18,38,3
34,98.456,234.389,1220,955,8967919,7350.753,2168.026,6839.5,4503,14261,163.57,604.272,9.221,3.606,0.786,3.596,163.399,604.472,9.23,147,589,8,35,31,4
35,33.572,126.867,416,416,2174211,5226.469,607.54,5077,4500,7690,549.084,486.438,9.851,2.931,1.252,2.732,549.248,486.38,9.86,535,467,9,32,33,3
36,23.484,72.317,291,269,1655389,5688.622,856.664,5491,4508,7684,268.577,734.014,10.062,1.592,0.526,1.544,268.551,733.952,10.048,261,725,9,18,17,3
37,20.256,65.835,251,223,1630396,6495.602,2112.092,5699,4522,12791,586.096,777.849,11.112,1.565,0.59,1.484,585.794,778.061,11.178,579,767,10,18,18,3
38,23.242,76.882,288,252,2022029,7020.934,2814.461,5897,4531,15791,449.59,859.615,11.271,1.736,0.67,1.824,448.745,859.773,11.341,441,853,10,19,14,4
1,48.421,113.858,600,499,5012545,8354.241,2697.294,7927,4501,14959,392.722,175.005,2.26,2.166,0.632,2.148,392.576,175.088,2.183,381,166,1,24,20,4
2,66.498,219.374,824,753,4451395,5402.178,827.914,5172.5,4502,8811,495.434,228.004,3.13,3.442,1.23,3.339,495.325,227.975,3.099,474,211,1,38,37,5
3,21.709,72.75,269,236,1618542,6016.885,1645.183,5443,4505,12192,311.502,391.599,2.108,1.82,0.748,1.744,312.209,391.665,2.128,299,386,1,22,11,3
4,23.726,71.084,294,294,1556825,5295.323,634.74,5017,4500,7110,165.463,413.473,1.602,1.63,0.66,1.556,165.452,413.454,1.596,156,405,1,21,16,2
5,20.902,71.891,259,259,1393519,5380.382,779.184,5144,4505,7364,266.228,449.093,1.927,2.004,0.959,1.888,266.603,449.32,1.939,255,438,1,24,19,3
6,24.533,92.468,304,304,1703288,5602.921,885.606,5363,4509,9367,179.855,488.194,2.609,2.242,0.879,2.198,180.069,488.228,2.618,168,476,1,21,27,4
7,30.909,116.626,383,306,1990582,5197.342,598.195,5041,4500,7290,679.796,623.715,3.185,2.626,1.222,2.415,679.702,623.776,3.153,666,615,1,30,20,7
8,21.063,64.047,261,226,1907388,7308,3459.709,5811,4508,19529,130.276,667.31,1.973,1.574,0.525,1.492,129.78,667.686,1.908,123,658,1,16,17,3
9,708.562,1160.946,8780,5439,60744024,6918.454,2262.988,6440,4500,30281,668.409,880.37,4.939,7.073,3.195,6.483,667.791,881.406,4.849,637,828,1,59,96,11
10,118.551,258.809,1469,1271,10863701,7395.304,2895.109,6626,4501,18410,348.98,902.916,2.43,3.674,1.592,3.579,347.73,902.546,2.31,323,892,1,57,23,4
11,72.147,216.933,894,795,5288146,5915.152,1233.767,5572,4503,10045,527.339,214.923,4.183,3.301,1.317,3.24,527.016,214.448,4.099,506,196,2,38,34,6
12,145.183,290.057,1799,1331,15314776,8512.938,3647.198,7335,4503,17969,626.691,395.39,5.472,3.978,1.718,3.698,626.16,395.445,5.226,602,385,2,47,27,9
13,116.453,385.849,1443,1247,7809291,5411.844,1209.863,5091,4501,14650,713.672,631.405,6.132,4.835,2.122,4.4,713.497,630.44,6.007,691,607,2,39,62,9
14,59.558,143.744,738,613,5345906,7243.775,2259.493,6850,4500,13913,81.408,632.08,3.159,2.335,0.874,2.26,81.573,632.168,3.035,66,619,2,27,23,5
15,17.512,61.529,217,217,1157457,5333.903,585.528,5201,4512,6755,322.959,744.359,2.76,1.681,0.653,1.713,322.953,744.319,2.774,314,738,2,20,15,2
16,29.214,93.12,362,348,2635501,7280.39,2302.074,6508,4518,12728,277.978,359.757,4.876,2.036,0.782,2.033,278.615,359.99,4.86,265,352,3,24,17,4
17,18.804,63.278,233,194,1243634,5337.485,651.959,5189,4503,7221,434.571,374.974,4.472,1.59,0.468,1.587,434.592,374.837,4.447,428,366,3,12,19,4
18,21.305,68.567,264,264,1413283,5353.345,634.198,5162,4504,6739,390.258,415.333,3.769,1.658,0.687,1.611,390.35,415.244,3.786,384,406,3,14,21,3
19,18.723,60.373,232,180,1525330,6574.698,2280.861,5615.5,4515,13200,660.078,615.879,4.625,1.523,0.46,1.472,659.923,615.842,4.603,655,610,3,15,11,4
20,17.754,68.611,220,219,1187474,5397.609,651.695,5237,4501,6770,67.636,878.032,4.655,1.679,0.775,1.568,67.514,877.981,4.641,61,871,3,18,15,5
21,21.144,67.798,262,243,1448499,5528.622,712.193,5398,4505,7696,299.523,929.443,3.897,1.529,0.47,1.519,299.522,929.491,3.936,291,922,3,17,15,3
22,33.733,93.242,418,341,2502618,5987.125,1491.824,5424,4508,11320,516.388,933.584,4.84,1.861,0.622,1.876,515.888,933.787,4.885,506,926,3,20,15,4
23,17.835,62.917,221,209,1204042,5448.154,971.926,4995,4504,8240,585.57,272.045,4.986,1.667,0.761,1.546,586.025,272.009,4.949,572,265,4,23,13,3
24,28.972,99.576,359,311,1976944,5506.808,862.56,5287,4500,8566,654.577,597.655,5.635,1.934,0.692,1.883,654.565,597.55,5.625,644,589,4,21,18,5
25,24.372,92.81,302,301,1514368,5014.463,389.181,4936.5,4501,5997,608.175,595.132,5.013,2.292,0.93,2.349,608.339,595.302,5.007,597,582,4,23,24,4
26,20.095,59.766,249,225,1819680,7307.952,2699.571,6303,4549,14933,290.847,53.811,5.759,1.45,0.466,1.417,290.755,53.632,5.783,285,47,5,13,17,3
27,20.74,60.76,257,211,1737991,6762.611,2088.432,6065,4501,12888,441.903,290.72,7.062,1.473,0.363,1.428,441.847,290.845,7.08,435,284,5,13,13,4
28,22.354,79.71,277,270,1467903,5299.289,684.188,5085,4500,7651,599.433,333.574,6.076,1.746,0.758,1.673,599.187,333.484,6.045,591,324,5,18,20,4
29,31.474,96.315,390,362,2091061,5361.695,830.767,5148,4500,9004,543.39,438.549,6.921,1.846,0.667,1.844,543.362,438.834,6.988,535,430,5,19,19,5
30,78.846,182.106,977,673,7811671,7995.569,3612.318,6452,4510,20101,584.08,567.28,8.474,2.714,0.896,2.589,584.345,566.774,8.36,573,553,5,21,30,7
31,18.4,61.535,228,228,1187007,5206.171,459.555,5185.5,4506,6658,384.202,743.469,5.294,1.623,0.834,1.409,383.962,743.476,5.298,373,737,5,26,13,2
32,16.947,56.519,210,199,1162569,5536.043,827.59,5369,4504,7527,312.31,762.033,5.676,1.439,0.495,1.406,312.466,762.005,5.647,305,756,5,16,14,3
33,20.175,63.647,250,250,1249757,4999.028,370.979,4966,4501,5907,721.952,786.356,5.848,1.483,0.544,1.478,721.941,786.267,5.838,713,781,5,18,13,3
