Count,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
30,27.761,70.2,344,291,2852955,8293.474,3308.488,7252.5,4503,16393,136.541,252.259,6.956,1.581,0.335,1.571,136.487,252.322,6.922,129,245,6,16,15,3
31,23.081,58.081,286,215,2069521,7236.087,1943.426,6951,4504,11766,162.668,438.545,7.021,1.465,0.237,1.464,162.629,438.561,7.044,157,433,6,14,12,3
32,18.4,51.999,228,215,1844329,8089.162,2553.926,7811.5,4513,13054,203.114,560.899,7.377,1.292,0.359,1.341,203.1,560.86,7.415,197,555,6,13,13,3
33,27.6,80.439,342,284,1986346,5808.029,1072.655,5497,4507,8908,323.561,739.532,7.132,1.692,0.493,1.613,323.469,739.492,7.118,317,731,6,16,17,4
34,35.509,89.059,440,421,3033518,6894.359,1845.784,6584.5,4506,11961,390.836,111.657,8.484,1.76,0.598,1.79,390.964,111.8,8.466,382,101,7,18,20,4
35,20.902,80.304,259,259,1309395,5055.579,631.682,4785,4501,7139,432.471,359.124,7.873,2.816,1.247,2.87,432.909,359.473,7.876,418,345,7,27,29,2
36,69.161,201.011,857,789,5096375,5946.762,1152.797,5715,4500,10557,411.19,519.565,11.935,3.094,0.852,3.06,410.832,519.835,11.985,399,503,10,30,33,4
37,18.884,62.065,234,234,1282778,5481.957,907.446,5169,4504,7737,548.85,686.359,12.876,1.632,0.67,1.616,549.219,686.37,12.889,538,679,12,20,16,2
1,32.2,101.094,399,399,2211044,5541.464,923.394,5296,4502,8509,293.779,469.175,1.424,2.214,0.911,2.131,293.675,469.283,1.39,283,456,1,23,28,2
2,26.47,79.135,328,287,2173845,6627.576,2001.698,5993.5,4503,14044,432.585,405.628,2.866,1.954,0.698,1.891,432.498,405.937,2.839,427,394,2,13,24,3
3,49.954,123.078,619,525,4457137,7200.544,3030.113,6204,4506,20279,236.493,438.045,3.835,2.193,0.7,2.179,237.086,437.703,3.788,226,429,2,24,24,4
4,61.414,208.443,761,709,4219862,5545.154,999.01,5262,4502,9384,571.447,644.966,4.242,3.715,1.611,3.452,571.318,644.894,4.219,548,633,2,42,37,5
5,32.846,90.835,407,406,3248222,7980.89,2322.882,7774,4509,13175,528.818,495.779,4.332,1.839,0.781,1.761,529.119,495.731,4.379,515,489,3,26,15,4
6,19.288,62.362,239,231,1650131,6904.314,2277.548,6109,4516,13740,434.013,546.548,4.222,1.538,0.578,1.541,434.198,546.534,4.169,426,540,3,18,15,3
7,16.786,47.073,208,155,1673716,8046.711,2799.159,7448.5,4514,15382,236.466,34.322,7.024,1.328,0.163,1.336,236.414,34.271,7.012,232,29,6,10,12,3
8,22.516,71.917,279,276,1810187,6488.125,1403.94,6247,4501,10240,408.699,338.068,12.47,1.762,0.775,1.657,408.684,338.283,12.52,402,326,11,13,24,3
9,24.533,60.831,304,239,2513639,8268.55,2793.553,7735.5,4521,15213,272.997,437.276,11.924,1.507,0.279,1.505,273.001,437.249,11.99,267,431,11,12,14,3
10,53.344,108.984,661,527,6729030,10180.075,4475.201,9204,4534,19847,530.649,550.198,12.124,2.019,0.559,2.019,530.706,549.961,12.251,522,540,11,18,25,3
,,,,,,,,,,,,,,,,,,,,,,,,1,0
1,29.456,77.024,365,306,2412538,6609.693,1546.491,6313,4500,9788,407.775,187.041,2.129,1.738,0.611,1.618,407.826,186.905,2.185,402,179,1,13,23,3
2,26.632,71.639,330,224,2439894,7393.618,2432.364,6715,4500,13572,704.203,228.473,2.258,1.732,0.338,1.762,704.28,228.858,2.185,699,220,1,12,16,4
3,30.99,84.274,384,271,3218834,8382.38,3557.992,7164,4518,18447,608.656,63.62,9.312,1.8,0.43,1.838,608.363,63.689,9.275,603,55,7,14,18,5
4,18.4,58.488,228,215,1338355,5869.978,982.613,5762.5,4532,8293,272.101,202.996,8.031,1.53,0.551,1.436,272.341,202.904,7.978,264,197,7,16,12,4
5,42.449,94.502,526,412,3401060,6465.894,1305.082,6350,4510,9803,350.065,288.686,9.116,1.917,0.545,1.843,350.159,288.503,9.12,343,278,8,15,22,4
6,64.804,131.6,803,577,5134220,6393.798,1374.906,6128,4505,9867,49.722,484.555,10.574,2.187,0.595,2.201,49.693,484.486,10.642,40,474,8,21,22,5
7,72.47,133.021,898,631,6298479,7013.896,1671.099,6777,4521,11332,452.486,192.722,10.087,2.228,0.48,2.261,452.449,192.796,10.084,442,182,9,22,22,4
8,34.54,78.464,428,359,2734020,6387.897,1239.388,6210,4501,8587,118.147,438.22,10.224,1.693,0.386,1.691,118.017,438.236,10.247,111,431,9,17,16,3
1,95.39,196.485,1182,860,7677722,6495.535,1398.466,6237,4507,10315,494.882,254.771,6.937,2.738,0.893,2.795,494.884,255.046,6.856,481,243,4,26,28,6
2,32.2,78.341,399,289,2439952,6115.168,1281.047,5811,4507,10224,410.917,339.471,5.551,1.848,0.382,1.818,410.919,339.515,5.662,407,330,4,9,18,4
3,44.225,99.712,548,394,4405706,8039.609,2738.373,7403,4510,14059,80.217,301.487,11.889,1.992,0.582,1.925,80.045,301.08,11.893,72,294,10,16,22,4
1,32.119,77.967,398,384,3800736,9549.588,3563.944,8958.5,4527,16672,122.621,180.588,1.538,1.683,0.607,1.677,122.322,181.019,1.504,115,172,1,16,19,3
2,30.586,79.361,379,340,2136382,5636.892,650.086,5643,4501,6946,391.456,296.689,2.298,1.752,0.647,1.72,391.471,296.597,2.301,385,287,1,14,23,3
3,66.579,169.285,825,656,5974337,7241.621,2341.606,6606,4500,13954,102.008,556.897,5.971,2.722,0.937,2.854,102.204,556.985,5.901,86,541,4,28,29,6
4,68.032,130.47,843,562,6570314,7793.967,2174.098,7462,4512,13071,262.42,507.535,9.819,2.288,0.58,2.219,262.611,507.469,9.824,250,497,8,23,22,4
5,17.028,49.365,211,143,1887690,8946.398,3817.958,7951,4508,19632,298.953,628.081,9.773,1.511,0.28,1.487,298.939,628.129,9.808,294,624,8,10,9,4
6,17.916,58.591,222,166,1323959,5963.779,1348.787,5550,4500,10081,252.932,536.716,10.568,1.583,0.448,1.586,252.976,536.596,10.489,247,531,9,12,12,5
1,51.407,102.217,637,428,5984553,9394.902,3599.267,8488,4502,16758,389.265,190.284,2.564,1.99,0.271,1.982,389.274,190.253,2.592,381,182,1,17,18,4
2,96.6,232.233,1197,907,8154541,6812.482,1740.9,6372,4513,13062,309.49,259.444,4.388,2.971,0.981,2.953,309.211,259.374,4.355,299,244,1,26,32,8
3,21.225,57.184,263,225,2357478,8963.795,3501.948,7992,4540,17515,138.114,106.471,4.266,1.412,0.291,1.42,138.11,106.516,4.318,132,100,3,13,14,3
4,29.053,72.511,360,263,2746839,7630.108,2061.223,7305,4503,11810,11.986,243.394,4.353,1.755,0.395,1.724,11.918,243.3,4.364,6,236,3,12,17,4
5,29.779,90.957,369,324,2190096,5935.22,1312.874,5486,4503,9444,398.94,167.363,7.366,2.027,1.033,1.83,399.237,167.782,7.436,389,155,4,19,22,6
6,251.467,310.634,3116,1395,34164960,10964.364,4668.803,10381.5,4504,24780,258.494,224.2,7.892,3.423,0.732,3.545,258.127,224.379,7.895,245,210,5,28,30,7
7,20.821,64.221,258,229,1875854,7270.752,2774.805,6195.5,4500,14773,95.372,229.624,6.039,1.55,0.483,1.449,95.73,229.301,6.015,87,223,5,17,16,3
8,16.382,48.119,203,188,1306395,6435.443,1230.844,6384,4521,9120,264.172,152.99,7.286,1.323,0.423,1.346,264.17,153.01,7.321,258,149,6,14,9,3
9,169.232,281.47,2097,1393,18196358,8677.328,3096.689,8115,4502,18960,89.679,427.663,10.536,3.094,0.903,3.299,89.173,427.889,10.602,75,414,8,30,31,5
10,23.242,64.944,288,266,2276133,7903.24,2478.436,7355,4523,12795,310.278,445.951,9.361,1.474,0.464,1.494,310.249,446.105,9.41,303,440,8,17,14,3
11,58.186,113.116,721,546,5435940,7539.445,2138.263,6955,4500,12028,571.836,625.014,9.908,2.045,0.487,2.079,571.794,624.974,9.85,562,615,8,19,22,4
12,47.856,104.212,593,476,5279562,8903.14,3355.193,8014,4512,16808,203.578,336.283,10.083,1.968,0.532,1.916,203.794,336.113,10.105,192,327,9,21,21,3
13,24.614,65.415,305,192,3257895,10681.623,6173.623,8587,4536,27978,395.829,353.272,11.056,1.71,0.337,1.647,395.813,353.211,11.092,391,348,9,11,11,5
14,19.611,70.135,243,232,1596416,6569.613,1777.863,5997,4518,11805,340.494,383.819,10.527,1.731,0.692,1.742,340.504,384.013,10.517,334,375,9,15,20,4
15,48.179,129.87,597,566,3899554,6531.916,1734.559,5975,4519,11141,291.338,666.474,11.085,3.059,1.295,3.069,291.683,666.614,11.102,272,658,10,39,16,3
,,,,,,,,,,,,,,,,,,,,,,,,1,0
1,64.077,172.547,794,700,4760613,5995.734,2059.778,5345,4503,17828,548.907,158.99,3.223,3.078,1.33,3.004,549.85,159.638,3.088,531,144,1,38,27,5
2,154.786,307.836,1918,1189,15767181,8220.637,3157.493,7458.5,4514,16630,552.129,260.011,3.696,3.293,0.798,3.29,551.925,260.437,3.544,536,248,1,32,25,7
3,19.611,59.534,243,198,1806565,7434.424,2838.471,6540,4505,15872,116.181,313.568,1.909,1.521,0.451,1.408,116.408,313.659,1.94,108,304,1,14,17,3
4,221.527,389.417,2745,1723,20718048,7547.559,2266.986,7044,4504,14990,364.938,338.285,5.055,3.798,1.14,3.832,365.033,338.42,5.177,346,323,1,40,34,8
5,28.811,86.689,357,297,2010748,5632.347,1289.695,5092,4507,10053,645.087,323.994,3.499,1.773,0.576,1.808,644.723,324.141,3.458,639,315,1,16,18,5
6,64.319,206.609,797,736,4559493,5720.819,1417.213,5263,4504,13268,647.616,370.122,2.291,3.384,1.158,3.329,647.956,370.583,2.186,636,350,1,25,38,5
7,27.439,78.212,340,334,1932813,5684.744,935.759,5390,4516,7648,298.35,373.429,2.082,1.67,0.567,1.651,298.336,373.248,2.039,290,365,1,18,18,3
8,51.972,126.048,644,585,3843164,5967.646,1278.115,5782.5,4501,11637,257.63,377.502,1.884,2.152,0.777,2.124,257.908,377.231,1.82,245,367,1,24,24,3
9,32.846,98.581,407,344,2427160,5963.538,1228.709,5621,4501,9212,336.462,394.936,2.518,1.969,0.695,1.928,336.422,394.888,2.449,327,385,1,23,19,5
10,20.902,75.514,259,259,1450826,5601.645,783.631,5521,4514,7539,668.958,406.645,1.112,2.369,1.185,2.195,668.822,406.315,1.098,663,390,1,14,34,2
11,27.923,86.476,346,323,2132963,6164.633,1622.606,5593,4504,11311,179.65,404.023,1.98,1.942,0.934,1.671,179.427,404.298,1.954,173,391,1,17,27,4
12,28.811,91.254,357,346,1963672,5500.482,1223.654,5024,4500,10494,331.101,412.647,2.291,2.359,1.09,2.367,330.461,411.959,2.241,320,400,1,23,26,3
13,86.916,191.456,1077,779,7410787,6880.954,1731.173,6541,4500,11972,482.928,431.945,3.286,3.195,1.318,2.861,482.87,431.809,3.242,476,412,1,17,40,6
14,18.884,57.584,234,218,2030487,8677.295,4360.492,6777.5,4519,20084,235.368,445.624,2.389,1.396,0.47,1.385,234.927,445.407,2.459,230,439,1,14,16,3
15,25.744,83.506,319,274,1761640,5522.382,1202.579,5182,4503,10818,650.436,455.937,2.075,1.841,0.612,1.804,650.461,455.573,1.995,641,445,1,18,20,4
16,19.126,64.938,237,237,1263706,5332.093,617.32,5207,4510,7240,179.456,452.249,1.506,1.632,0.649,1.632,179.665,452.271,1.516,170,444,1,19,17,2
17,23.484,95.069,291,290,1652507,5678.718,1479.315,5220,4502,12294,211.01,455.615,1.914,2.911,1.198,3.091,210.228,455.125,1.913,197,443,1,29,30,3
18,177.463,309.93,2199,1258,22189348,10090.654,4809.775,8798,4501,24956,158.637,469.1,3.498,3.383,0.751,3.417,158.648,470.377,3.526,146,453,1,30,29,6
19,37.607,117.673,466,443,2514321,5395.539,774.156,5221,4502,8565,490.013,472.601,3.607,1.986,0.782,1.916,490.008,472.518,3.622,479,460,1,19,26,6
20,45.919,110.862,569,481,3491332,6135.909,1320.034,5906,4500,9698,659.965,478.562,2.083,1.955,0.568,1.97,660.143,478.664,1.996,651,468,1,19,22,4
21,46.404,135.384,575,566,2937041,5107.897,438.846,5054,4507,6711,211.87,516.91,2.059,2.401,0.956,2.337,212.016,516.943,2.057,198,504,1,31,23,3
22,41.077,115.498,509,499,3056027,6003.982,1198.359,5623,4503,9108,487.206,510.098,2.356,2.189,1.014,2.005,487.467,510.318,2.289,471,503,1,34,21,3
23,62.06,211.693,769,769,4119004,5356.312,752.802,5202,4500,9233,277.283,543.873,1.324,3.762,1.636,3.772,277.132,544.24,1.319,255,525,1,46,40,2
24,18.4,62.504,228,218,1216307,5334.68,538.682,5262,4506,6512,131.855,537.588,1.316,1.544,0.628,1.479,131.826,537.597,1.314,121,532,1,22,14,3
25,162.856,450.707,2018,1958,11796770,5845.773,1133.35,5582,4501,10731,457.122,574.107,3.067,5.825,2.225,5.736,456.87,574.281,3.066,425,534,1,67,67,7
26,37.446,123.859,464,460,2700020,5819.009,1232.599,5362,4501,10042,134.858,580.621,2.539,3.16,1.554,3.09,134.977,581.012,2.531,128,560,1,14,44,4
27,102.169,266.162,1266,1137,7248911,5725.838,1497.121,5292,4502,15851,428.777,237.313,3.675,3.139,1.157,3.199,428.289,237.736,3.657,413,215,2,33,40,6
28,18.642,56.687,231,229,1364065,5905.043,862.536,5901,4512,7420,337.481,266.952,3.303,1.394,0.509,1.352,337.479,267.042,3.297,331,260,2,13,15,3
29,40.512,137.778,502,452,3033594,6043.016,1618.822,5476,4503,13443,420.39,320.588,4.982,2.842,1.437,2.686,419.767,320.767,4.885,406,313,2,32,16,7
30,28.649,98.168,355,321,2017993,5684.487,1222.596,5286,4512,10667,196.107,332.361,3.417,2.56,0.936,2.679,196.027,332.187,3.396,186,320,2,22,27,4
31,22.839,73.324,283,229,1650972,5833.823,1333.985,5371,4515,10679,560.569,360,3.77,1.85,0.579,1.816,560.565,360.12,3.81,556,351,2,15,15,5
32,103.218,287.689,1279,1220,7435325,5813.389,1399.429,5274,4500,11071,526.436,397.027,3.181,4.787,1.904,4.773,525.322,397.074,3.179,496,385,2,62,25,4
33,73.681,186.085,913,758,6081688,6661.213,1721.307,6172,4502,11742,402.964,397.07,3.481,3.213,1.334,3.18,402.742,397.049,3.44,383,385,2,42,26,4
34,53.102,151.027,658,595,3421881,5200.427,591.541,5041.5,4501,7426,659.599,512.549,3.16,2.32,1.001,2.194,659.617,512.552,3.14,650,499,2,26,26,5
35,29.375,90.699,364,344,2039199,5602.195,901.553,5333,4506,8463,64.566,582.709,3.195,1.845,0.741,1.794,64.688,582.591,3.176,55,575,2,20,20,3
36,26.954,79.82,334,321,1908041,5712.698,1022.835,5440.5,4502,8953,259.557,607.458,3.856,1.729,0.558,1.732,259.634,607.245,3.821,251,599,2,16,18,4
37,36.961,118.132,458,453,2782537,6075.408,1463.453,5647.5,4509,11374,199.996,645.552,3.581,2.623,1.142,2.523,200.197,645.713,3.626,185,633,2,32,23,4
38,21.709,79.794,269,243,1404691,5221.899,475.91,5206,4501,6290,610.413,426.558,4.465,1.882,0.625,1.842,610.375,426.646,4.452,603,419,3,19,17,4
39,34.298,120.495,425,419,2543242,5984.099,1411.318,5489,4501,10312,244.031,429.92,4.496,2.477,0.991,2.453,243.984,430.026,4.444,231,421,3,27,26,4
40,51.972,169.828,644,609,3467595,5384.464,945.278,5166,4502,10078,604.984,463.175,4.652,3.474,1.54,3.184,605.568,462.927,4.629,584,451,3,38,34,5
41,30.99,95.941,384,373,2225809,5796.377,1004.837,5452,4510,8516,522.078,540.859,4.26,2.122,0.879,2.077,522.335,540.811,4.274,509,530,3,25,20,4
42,19.53,74.164,242,242,1416224,5852.166,1325.906,5446,4501,10458,351.165,575.058,3.603,2.161,1.046,2.036,351.009,574.737,3.574,345,562,3,13,30,2
43,55.604,164.075,689,631,3867762,5613.588,899.12,5449,4503,8313,508.729,574.118,4.495,3.144,1.487,2.926,508.6,574.116,4.501,487,568,3,44,17,4
44,36.558,109.526,453,442,2293899,5063.795,345.545,5080,4506,5853,79.852,620.049,3.49,2.073,0.888,1.965,79.792,619.917,3.484,70,606,3,24,27,3
45,18.4,60.592,228,215,1458432,6396.631,2583.739,5213,4523,15554,356.048,626.987,3.741,1.548,0.515,1.555,355.25,626.63,3.728,349,621,3,17,12,3
46,23,69.347,285,247,1679470,5892.877,1353.877,5466,4501,9906,205.505,661.249,4.565,1.517,0.492,1.56,205.575,661.15,4.6,200,655,3,12,15,4
47,104.105,278.074,1290,1151,7532153,5838.878,1209.324,5581.5,4505,12979,481.519,363.721,5.438,3.455,1.351,3.263,481.588,364.127,5.438,469,343,4,26,47,6
48,19.046,65.9,236,236,1244703,5274.165,537.442,5170,4530,6544,546.614,478.703,5.25,1.934,0.823,1.936,546.6,478.652,5.262,540,467,4,15,23,3
49,26.954,95.593,334,329,1904675,5702.62,1160.862,5351,4508,10337,588.551,521.994,5.198,2.292,0.944,2.175,588.696,522.169,5.182,579,508,4,25,26,3
50,21.225,74.112,263,257,1413934,5376.175,697.844,5130,4502,7384,194.882,568.361,4.935,1.654,0.643,1.66,194.922,568.428,4.939,188,559,4,16,19,3
51,17.189,49.165,213,201,1444033,6779.498,1686.636,6518,4507,11012,449.606,278.263,6.418,1.303,0.443,1.274,449.464,278.188,6.415,443,274,5,15,10,3
52,20.902,64.563,259,232,1478217,5707.401,1064.087,5469,4501,9586,459.085,370.988,5.803,1.603,0.542,1.612,459.277,370.883,5.761,451,365,5,18,12,3
53,46.323,167.406,574,551,2952326,5143.425,642.721,4951,4500,8043,526.671,662.843,6.395,2.966,1.425,2.572,526.685,663.104,6.357,510,650,5,39,25,7
54,22.597,71.2,280,250,1507551,5384.111,792.111,5135.5,4507,8005,522.936,218.396,7.925,1.542,0.498,1.566,522.807,218.274,7.877,517,212,7,13,16,3
55,178.674,375.353,2214,1501,17555418,7929.276,3588.921,6740.5,4500,24424,498.884,424.21,10.059,4.024,1.582,3.746,499.146,422.936,10.045,485,406,7,30,50,7
56,17.835,55.001,221,188,1459616,6604.597,1915.754,5803,4506,11524,648.262,560.615,7.959,1.426,0.391,1.339,648.107,560.554,7.904,642,555,7,16,12,3
57,35.267,100.77,437,332,2542313,5817.65,1014.622,5625,4504,9268,521.243,608.469,9.485,2,0.618,1.932,521.214,608.58,9.511,512,597,7,20,19,6
58,18.965,61.219,235,221,1217095,5179.127,505.059,5010,4501,6332,338.8,530.153,9.183,1.456,0.508,1.476,338.698,530.085,9.181,333,522,8,15,16,3
59,65.126,181.636,807,712,4797787,5945.213,1524.036,5378,4502,12113,450.024,627.121,10.435,2.906,1.005,2.952,450.669,626.742,10.632,432,616,8,33,25,6
60,18.642,51.186,231,220,1608549,6963.416,1728.867,6747,4511,10482,351.039,211.58,10.416,1.297,0.334,1.351,351.074,211.627,10.448,345,206,9,13,12,3
61,25.663,85.269,318,318,1686785,5304.355,575.745,5233,4503,6941,570.472,398.226,11.245,2.127,1.106,1.977,570.296,398.363,11.257,559,385,9,26,26,4
62,63.351,164.14,785,710,4718551,6010.893,1229.224,5728,4500,10931,540.632,415.846,10.543,2.487,1.066,2.372,540.489,416.142,10.551,527,404,9,28,26,5
63,18.965,68.928,235,231,1288060,5481.106,882.6,5124,4506,8214,411.132,535.251,10.502,1.729,0.834,1.661,411.01,535.409,10.507,404,523,9,17,22,4
64,28.972,95.657,359,312,2057506,5731.214,1132.839,5409,4501,10196,600.783,647.883,10.546,2.09,0.718,2.183,600.895,647.845,10.604,592,641,9,21,15,5
65,37.123,100.055,460,426,2480406,5392.187,712.859,5212,4502,7443,486.733,333.689,11.45,1.915,0.697,1.95,486.645,333.692,11.462,478,322,10,19,21,3
66,17.593,59.475,218,184,1367874,6274.651,1529.356,5895.5,4503,10780,379.954,404.385,11.518,1.517,0.602,1.449,380.028,404.327,11.536,374,397,10,12,19,4
67,100.07,211.187,1240,971,7620529,6145.588,1162.052,5967,4502,9981,174.86,467.906,11.354,2.97,1.311,2.795,174.932,467.649,11.337,155,455,10,40,31,4
68,61.011,173.385,756,695,4196521,5550.954,887.816,5293,4505,8908,471.414,661.061,11.566,2.734,1.214,2.595,471.345,661.078,11.564,456,650,10,35,28,4
69,21.063,71.963,261,261,1513995,5800.747,979.615,5692,4507,7884,340.222,197.008,12.042,1.826,0.784,1.742,340.321,197.209,12.037,332,186,11,18,22,3
70,24.937,79.846,309,288,1926858,6235.787,1674.027,5716,4508,12983,500.136,356.663,11.744,1.833,0.675,1.864,500.036,356.217,11.779,493,347,11,17,21,3
71,18.481,55.215,229,225,1506903,6580.362,1336.73,6598,4547,9037,505.507,374.646,11.699,1.473,0.618,1.388,505.432,374.613,11.696,498,370,11,20,11,3
72,21.225,66.778,263,250,1956452,7438.981,3391.494,6086,4502,19247,170.863,577.951,12.707,1.683,0.687,1.673,171.333,577.12,12.729,163,570,11,15,20,3
73,23.646,82.447,293,275,1568438,5353.031,865.378,5091,4514,8619,278.297,647.672,12.263,1.844,0.691,1.763,278.371,647.739,12.315,273,636,11,11,25,3
1,20.498,72.357,254,254,1733357,6824.24,2352.662,6061.5,4519,15281,437.421,88.134,1.122,2.062,0.879,2.077,437.721,87.722,1.098,427,78,1,21,23,2
2,33.975,122.709,421,404,2145625,5096.497,415.873,5037,4500,6488,513.986,109.694,1.713,2.66,0.895,2.491,514.082,109.422,1.695,501,101,1,27,25,4
3,54.393,144.565,674,647,3746302,5558.312,693.62,5472.5,4500,7461,419.331,206.187,1.669,2.53,0.986,2.469,419.302,206.175,1.652,405,190,1,30,27,3
4,16.786,55.602,208,208,1055417,5074.12,444.584,5003,4500,6095,489.976,233.688,1.245,1.488,0.549,1.478,489.796,233.698,1.252,482,226,1,18,16,2
5,16.382,62.904,203,203,1047090,5158.079,512.905,5071,4509,6549,552.68,239.803,1.138,1.906,0.876,1.904,552.665,239.944,1.125,546,228,1,14,25,2
6,21.87,86.392,271,270,1446622,5338.088,613.35,5214,4508,7308,483.897,249.55,2.897,2.93,1.271,2.72,483.884,249.448,2.891,474,233,1,23,32,4
7,22.112,71.562,274,274,1526439,5570.945,821.496,5410,4512,7566,547.281,287.763,1.31,1.705,0.656,1.705,547.184,287.745,1.283,539,280,1,21,17,2
8,16.14,58.5,200,170,1150303,5751.515,963.525,5474.5,4504,8029,572.715,327.415,3.11,1.599,0.601,1.469,572.693,327.416,3.154,568,323,1,12,10,5
9,26.793,74.674,332,286,1760661,5303.196,624.591,5134.5,4502,7401,510.262,346.554,2.054,1.701,0.494,1.617,510.315,346.515,2.016,503,339,1,16,19,3
10,123.07,244.14,1525,1108,11685287,7662.483,2510.051,7050,4506,15271,541.82,355.96,2.286,3.751,1.516,3.856,542.015,355.855,2.232,522,344,1,47,23,5
11,55.846,158.213,692,644,4451163,6432.316,1402.224,6191,4506,10369,371.145,366.444,1.749,2.555,0.743,2.57,371.417,365.997,1.751,357,357,1,28,24,3
12,310.379,488.147,3846,1983,36983168,9616.009,4749.825,8377,4500,31217,415.69,395.451,5.233,3.98,1.395,3.881,415.192,396.255,5.083,401,376,1,30,36,13
13,22.193,73.215,275,269,1719680,6253.382,1494.194,5832,4501,10806,332.771,504.735,2.658,1.941,0.794,1.952,332.424,504.756,2.681,321,500,1,24,10,4
14,20.821,72.434,258,258,1389255,5384.709,613.627,5257,4511,7144,429.671,539.651,1.295,2.174,1.042,2.044,429.498,539.836,1.283,416,529,1,25,22,2
15,17.674,55.337,219,182,1717557,7842.726,3138.301,6752,4525,17272,241.603,665.21,2.826,1.431,0.394,1.397,241.568,664.897,2.796,237,659,1,10,14,4
16,20.982,88.994,260,260,1321597,5083.065,513.659,4935,4503,6808,368.331,679.873,2.596,2.086,0.891,2.165,368.35,679.719,2.571,361,667,1,16,24,4
17,18.884,71.42,234,234,1298155,5547.671,1119.82,5115,4505,8820,203.273,680.598,1.885,2.104,0.972,2.031,202.843,680.56,1.813,191,675,1,28,13,3
18,27.197,85.489,337,329,1856233,5508.11,705.747,5412,4500,7017,565.694,226.961,3.267,2.065,0.975,2.005,565.651,226.862,3.262,556,217,2,23,24,3
19,16.221,56.035,201,201,1203515,5987.637,1063.308,5842,4539,9051,396.612,468.93,2.965,1.743,0.725,1.782,396.534,469.202,2.965,392,459,2,10,21,3
20,121.86,348.284,1510,1422,8448521,5595.047,985.379,5285,4500,8977,612.079,519.658,3.734,4.589,2.071,4.436,612.474,519.599,3.686,584,500,2,55,48,5
21,18.239,63.511,226,210,1390375,6152.102,1480.815,5570,4503,10956,522.695,544.177,3.597,1.55,0.526,1.634,522.426,544.029,3.535,517,539,2,15,12,4
22,29.86,104.264,370,370,1946125,5259.797,675.353,5086.5,4508,7152,615.697,554.314,3.524,2.11,1.071,1.897,615.617,554.318,3.536,602,543,2,30,22,4
23,19.368,66.481,240,240,1322722,5511.342,727.046,5434,4512,7922,480.796,570.646,3.129,1.743,0.752,1.686,480.951,570.669,3.119,471,563,2,22,15,3
24,31.232,112.772,387,348,2155289,5569.222,1627.731,4983,4510,13933,484.271,596.519,3.824,2.538,0.996,2.632,484.081,597.618,3.736,476,582,2,21,29,4
25,85.463,202.316,1059,896,5739823,5420.041,697.501,5255,4502,8653,652.499,660.955,3.001,2.986,1.297,2.904,652.581,661.014,3.005,625,649,2,43,26,5
26,26.228,86.16,325,308,1922621,5915.757,1373.052,5604,4500,11905,584.037,666.994,3.569,1.841,0.737,1.791,584.346,667.062,3.535,573,659,2,24,15,4
27,23.242,72.078,288,269,1770548,6147.736,1326.799,5749.5,4502,9802,508.976,450.545,4.868,1.699,0.614,1.581,508.958,450.623,4.845,499,442,3,20,18,4
28,24.695,88.258,306,306,1831931,5986.703,1249.342,5513.5,4508,10253,561.078,480.163,5.069,1.942,0.836,1.883,561.117,480.24,5.056,550,471,3,20,23,5
29,21.709,89.278,269,256,1393322,5179.636,685.437,4993,4505,8208,606.546,642.543,5.825,2.205,0.933,2.292,606.763,642.301,5.851,599,633,3,17,23,6
30,72.712,180.726,901,787,5184620,5754.295,1132.255,5452,4500,10916,696.89,647.185,5.232,2.733,1.101,2.763,696.809,646.952,5.263,684,633,3,27,31,6
31,71.179,204.989,882,820,4943303,5604.652,1096.308,5258,4505,11299,543.756,680.372,4.865,3.48,1.995,2.823,543.818,680.274,4.82,520,670,3,55,18,5
32,23.161,78.458,287,283,1586507,5527.899,777.359,5420,4508,7220,416.631,689.551,3.652,2.048,0.701,2.038,416.763,689.582,3.651,405,683,3,25,16,3
33,19.288,52.328,239,194,1860931,7786.322,2853.152,6636,4528,15703,572.946,349.724,4.812,1.381,0.246,1.386,572.926,349.65,4.75,567,344,4,13,12,3
34,18.723,71.684,232,225,1309400,5643.965,1092.4,5263.5,4533,9095,498.569,479.987,5.47,1.877,0.873,1.826,498.352,479.663,5.489,488,470,4,19,23,3
35,98.86,203.8,1225,822,7858433,6415.047,1734.983,6011,4501,17567,492.023,685.898,6.5,2.825,0.876,2.713,492.043,685.635,6.469,478,674,4,34,21,6
36,27.439,104.909,340,314,1778020,5229.471,800.902,5036,4505,9188,627.121,478.782,7.059,2.263,0.847,2.331,627.177,478.598,7.119,617,470,5,25,18,6
37,17.997,55.97,223,194,1263576,5666.26,919.432,5464,4501,7953,715.901,570.238,7.076,1.431,0.391,1.391,715.96,570.195,7.072,709,563,6,13,15,3
38,24.291,85.345,301,233,1868506,6207.661,2498.982,5193,4504,15135,734.385,621.243,10.296,2.737,1.102,2.848,734.782,621.495,10.809,727,613,6,13,15,8
