Animal Name
hAPP2
hAPP2
hAPP2
hAPP2
hAPP2
NLGF7
NLGF7
NLGF7
NLGF7
NLGF7
NLGF7
hAPP1
hAPP1
hAPP1
hAPP1
NLGF9
NLGF9
NLGF9
NLGF9
hAPP4
hAPP4
hAPP4
hAPP4
NLGF11
NLGF11
NLGF11
NLGF11
hAPP6
hAPP6
hAPP6
hAPP6
hAPP6
NLGF12
NLGF12
NLGF12
NLGF12
NLGF12
Syn14
Syn14
Syn14
Syn14
Syn15
Syn15
Syn15
Syn15
Syn15
Syn16
Syn16
Syn16
NLGF13
NLGF13
NLGF13
NLGF13
NLGF13
