Count,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,155.512,278.223,1927,1306,11909363,6180.261,1731.631,5959,3724,10864,502.519,51.225,2.895,3.984,1.546,3.816,502.976,51.984,2.82,485,26,1,30,49,5
2,332.734,678.636,4123,2946,26633456,6459.728,2788.944,5633,3723,26250,629.627,93.67,3.892,5.13,1.748,5.238,629.119,94.803,3.545,598,72,1,53,49,10
3,66.095,157.647,819,819,6271842,7657.927,3639.606,6510,3726,19331,426.048,107.368,1.281,2.527,1.01,2.538,426.398,108.157,1.26,410,93,1,29,29,2
4,55.684,171.364,690,636,3441308,4987.403,1170.498,4659.5,3724,8841,572.612,108.752,2.17,3.587,1.486,3.807,572.111,109.237,2.128,554,91,1,35,36,4
5,113.87,293.513,1411,1140,7047745,4994.858,1314.936,4519,3723,10070,472.405,162.32,2.233,3.569,1.792,3.249,472.22,162.148,2.306,459,127,1,29,60,4
6,42.933,110.327,532,522,3696337,6948.002,3225.18,6138,3723,18922,272.633,142.893,1.41,2.145,0.971,1.972,272.242,143.019,1.332,264,129,1,22,28,3
7,95.47,206.069,1183,1123,6867207,5804.909,1583.69,5386,3723,10897,502.527,175.483,1.47,2.96,1.277,2.832,502.11,175.994,1.451,490,156,1,34,40,4
8,24.614,69.503,305,305,1641692,5382.597,1100.232,5164,3728,8272,672.331,198.154,1.262,1.68,0.572,1.723,672.384,197.999,1.279,665,190,1,18,16,2
9,89.498,296.939,1109,1053,5451867,4916.021,1317.564,4492,3725,10147,663.963,208.955,4.821,3.75,1.413,3.556,664.553,208.826,5.084,649,191,1,37,42,8
10,109.351,251.182,1355,953,7465428,5509.541,1437.863,5180,3723,10256,219.613,213.372,5.255,3.163,0.949,3.176,219.6,213.432,5.278,204,199,1,33,34,8
11,107.253,256.969,1329,1166,8057904,6063.133,2746.35,5014,3728,18934,276.575,246.309,2.743,2.978,1.044,3.026,276.384,247.437,2.654,262,229,1,32,33,5
12,17.27,63.627,214,214,984290,4599.486,735.722,4417,3728,6775,385.341,249.341,1.192,1.867,0.909,1.793,385.309,249.405,1.17,379,235,1,13,26,2
13,20.256,65.816,251,238,1396055,5561.972,1304.518,5351,3730,8563,444.948,256.992,1.39,1.669,0.648,1.692,444.899,256.814,1.348,434,251,1,20,12,3
14,77.877,216.991,965,796,4810622,4985.101,1305.414,4537,3723,10126,526.314,269.579,2.037,3.409,1.583,3.039,525.749,270.436,2.056,508,252,1,38,43,4
15,16.382,54.485,203,203,1384907,6822.202,3303.813,5395,3726,15615,481.576,266.547,1.256,1.504,0.725,1.322,482.465,266.774,1.179,470,261,1,22,13,2
16,152.204,341.743,1886,1883,18313014,9709.976,5267.571,7989.5,3726,27560,349.957,303.05,1.403,3.897,1.751,3.746,350.196,302.006,1.237,330,267,1,43,62,4
17,3045.85,4643.995,37742,21379,308602112,8176.623,4861.169,6524,3723,37453,561.837,348.394,6.492,15.03,6.96,13.925,562.896,352.738,6.8,466,264,1,162,181,13
18,231.13,534.725,2864,2258,15004195,5238.895,1591.029,4745,3723,13697,681.409,283.9,3.276,4.577,2.046,4.075,680.681,283.907,3.347,652,266,1,63,34,6
19,65.611,172.727,813,780,4535579,5578.818,1931.898,4962,3724,14528,214.062,287.761,1.525,3.119,1.314,3.147,214.196,288.765,1.457,202,271,1,23,39,3
20,22.758,83.183,282,271,1279943,4538.805,574.772,4473,3724,6019,639.865,283.83,2.27,1.814,0.775,1.766,639.85,283.731,2.261,629,276,1,20,18,4
21,17.432,59.049,216,189,1128385,5224.004,1437.252,4716,3728,9621,127.241,292.843,2.301,1.478,0.431,1.452,127.149,292.849,2.292,120,287,1,17,12,4
22,47.614,149.755,590,559,3197330,5419.204,1447.342,4947,3723,9631,412.629,313.27,1.459,2.507,1.183,2.2,412.546,313.538,1.442,398,297,1,26,34,4
23,74.246,162.087,920,750,5591205,6077.397,2010.432,5464,3724,13096,687.406,316.662,1.908,2.428,0.819,2.418,687.787,316.876,1.813,678,305,1,27,25,5
24,21.628,72.498,268,235,1372772,5122.284,1383.195,4519,3728,9418,460.455,314.104,3.825,1.637,0.513,1.534,460.376,314.314,3.894,454,306,1,15,18,5
25,62.06,167.284,769,683,3820195,4967.744,1279.201,4641,3728,11847,662.918,336.191,1.762,2.651,1.144,2.504,663.176,336.454,1.76,647,322,1,31,29,4
26,89.579,248.306,1110,1045,7520630,6775.342,3214.095,5698,3724,19434,396.748,350.169,2.01,3.284,1.49,3.24,396.705,349.4,2.075,380,328,1,35,44,4
27,752.383,1580.582,9323,7038,61494984,6596.051,3281.655,5455,3723,24308,382.588,418.588,3.859,10.644,6.205,8.504,384.246,422.667,3.845,345,324,1,81,153,12
28,56.168,171.726,696,654,3103931,4459.671,696.4,4200,3726,6929,667.585,363.734,2.513,2.78,1.209,2.536,667.403,363.854,2.552,655,348,1,28,35,4
29,40.674,124.679,504,472,2730968,5418.587,1767.973,4874,3734,12311,501.393,351.708,2.665,2.637,1.179,2.546,501.517,352.182,2.575,488,334,1,24,32,4
30,132.835,401.896,1646,1468,9364513,5689.254,2294.03,4853,3723,15850,466.891,375.77,2.897,4.23,1.491,4.199,468.071,375.87,2.669,446,350,1,45,49,8
31,177.302,336.735,2197,1337,10858323,4942.341,1111.063,4607,3725,10565,114.538,377.95,4.758,3.547,1.025,3.475,114.814,377.737,4.637,101,364,1,30,36,9
32,4963.568,8762.956,61505,39911,424632352,6904.03,3803.302,5573,3723,40976,631.138,487.303,6.29,19.569,6.841,18.877,628.451,483.801,6.118,534,371,1,191,244,13
33,351.457,664.181,4355,3079,27887076,6403.462,2433.452,5682,3727,20495,738.607,445.145,3.269,7.326,4.64,5.649,739.144,444.497,3.149,723,365,1,43,124,7
34,276.485,602.777,3426,2706,24078508,7028.169,3681.452,5641.5,3723,22785,290.469,396.994,3.311,4.532,1.71,4.339,290.716,395.783,2.947,270,371,1,47,54,7
35,122.909,326.093,1523,1381,8146313,5348.859,1756.108,4809,3723,14040,594.683,395.22,3.108,3.495,1.259,3.562,594.6,394.971,3.185,575,378,1,38,40,5
36,45.758,178.968,567,510,2518650,4442.063,734.28,4173,3724,7691,262.959,421.453,2.838,4.213,2.255,4.078,262.522,421.449,2.88,240,413,1,61,16,6
37,38.172,119.263,473,473,2358013,4985.229,944.384,4786,3726,7477,438.256,437.81,1.137,2.492,0.993,2.508,438.556,437.786,1.119,426,425,1,26,30,2
38,41.158,111.172,510,423,3280302,6431.965,2248.737,5678.5,3726,12857,524.457,447.261,2.127,2.065,0.731,1.88,524.541,447.007,2.093,511,439,1,29,17,4
39,554.987,1343.845,6877,5551,38507688,5599.489,1767.572,5104,3724,18195,492.125,478.922,5.214,8.671,3.466,9.164,491.738,479.489,5.168,454,429,1,82,101,12
40,131.463,274.564,1629,1555,11724888,7197.599,3184.275,6167,3734,19969,515.189,495.089,1.722,3.579,1.497,3.444,514.899,494.771,1.732,496,470,1,36,48,3
41,332.25,778.757,4117,3460,25582020,6213.753,2957.727,5316,3725,28043,315.451,501.04,2.651,8.114,4.342,7.561,317.863,498.979,2.858,258,470,1,98,77,7
42,83.849,158.032,1039,785,5892436,5671.257,1411.437,5534,3727,10577,760.623,491.918,1.913,2.576,0.802,2.499,760.173,491.912,1.828,746,483,1,30,17,4
43,28.568,92.959,354,352,1655228,4675.785,880.699,4422,3724,7947,51.322,490.503,2.319,2.305,0.966,2.24,51.397,490.257,2.35,44,479,1,18,27,4
44,141.309,305.592,1751,1263,10226292,5840.258,3011.663,4820,3723,22196,164.88,512.358,2.66,3.57,1.363,3.424,164.549,514.271,2.319,148,494,1,34,45,5
45,546.352,982.559,6770,4595,46631380,6887.944,2865.186,6114.5,3727,20577,222.649,524.971,8.326,6.108,2.093,5.837,222.799,524.42,8.152,196,494,1,52,68,13
46,7746.491,13292.338,95989,61330,699073344,7282.849,3958.715,5917,3723,34282,553.637,611.61,8.123,30.511,12.688,29.106,548.944,610.414,7.863,342,491,1,386,279,13
47,24.291,62.135,301,242,2335412,7758.844,2949.401,7281,3731,15011,784.445,526.216,1.847,1.501,0.322,1.487,784.439,526.118,1.782,778,520,1,13,13,4
48,580.811,1274.308,7197,5772,43283052,6014.041,2462.383,5123,3723,19729,279.382,546.523,6.175,7.241,2.991,7.226,279.441,545.067,6.526,238,506,1,83,74,13
49,39.383,126.48,488,485,2389859,4897.252,1066.504,4557,3724,8367,188.484,552.186,3.141,2.25,0.675,2.225,188.262,551.869,3.181,179,543,1,22,21,5
50,16.302,53.213,202,202,1140648,5646.772,1694.977,5111.5,3728,10560,68.728,562.535,1.436,1.439,0.564,1.405,68.329,562.281,1.389,61,556,1,17,14,2
51,267.607,577.473,3316,2745,19185824,5785.833,2085.696,5068,3724,16749,362.063,594.965,2.411,5.677,2.481,5.649,362.143,593.663,2.384,334,563,1,59,72,5
52,136.467,291.277,1691,1129,13796344,8158.689,4320.407,6725,3723,24156,795.942,578.134,7.452,4.196,2.467,3.534,797.051,577,7.678,762,562,1,51,34,11
53,50.842,130.652,630,567,2951047,4684.202,732.37,4503,3731,7513,242.805,592.678,3.389,2.201,0.888,2.103,242.809,592.716,3.395,227,583,1,27,20,4
54,30.747,78.961,381,317,2172722,5702.683,1800.017,5155,3739,11387,208.118,607.585,1.95,1.682,0.413,1.655,208.308,607.532,1.962,200,599,1,17,18,3
55,78.442,158.607,972,760,8797747,9051.18,4855.475,7535.5,3734,26241,716.615,618.155,1.957,2.645,1.004,2.524,716.838,618.005,1.758,702,604,1,26,30,4
56,493.492,650.12,6115,2681,55706056,9109.739,4448.689,8134,3723,29994,604.685,620.874,5.32,5.083,1.177,5.022,604.798,620.192,5.252,571,603,1,58,36,11
57,21.467,70.929,266,266,1326931,4988.462,1299.42,4493,3723,9031,10.944,628.233,1.305,1.859,0.92,1.723,10.298,628.763,1.268,2,618,1,23,20,2
58,60.607,127.895,751,627,4595277,6118.877,1389.15,6116,3737,8716,687.535,629.328,1.866,2.266,0.747,2.178,687.456,629.345,1.835,679,618,1,22,26,3
59,108.302,259.841,1342,1124,7258706,5408.872,1647.741,4846,3723,13660,191.875,630.191,2.604,3.447,1.589,2.969,192.098,629.882,2.637,178,604,1,32,47,5
60,326.762,479.041,4049,1947,41709464,10301.177,5931.562,8648,3725,32319,763.992,631.757,4.51,4.867,2.01,4.358,763.294,630.455,4.374,750,606,1,56,49,10
61,611.478,1118.887,7577,5318,44656956,5893.751,2071.99,5432,3723,21809,409.688,626.835,9.166,8.631,2.594,8.568,409.957,625.433,9.302,366,579,1,83,87,13
62,186.663,311.439,2313,1765,20683312,8942.201,4593.209,7833,3727,25819,337.15,675.405,1.898,3.606,1.256,3.542,338.388,674.407,1.799,315,657,1,45,40,4
63,462.341,920.511,5729,4180,32635940,5696.621,2031.906,5042,3723,15880,239.217,670.51,5.397,6.637,2.375,6.72,239.927,669.75,5.307,212,633,1,56,84,13
64,196.509,295.175,2435,1193,17270652,7092.67,3528.686,6046,3723,26434,144.602,687.517,3.362,3.546,0.965,3.36,143.876,688.002,3.097,129,675,1,39,27,7
65,610.51,1134.555,7565,4644,52235604,6904.905,3313.574,5811,3724,25112,740.348,688.267,5.273,7.762,2.985,7.782,740.198,686.372,5.315,714,647,1,48,90,13
66,28.407,70.729,352,257,2629718,7470.79,3189.27,6373,3734,15184,823.639,691.844,2.56,1.641,0.301,1.654,823.475,691.947,2.593,817,686,1,13,14,4
67,460.646,843.539,5708,3697,35554288,6228.852,2604.22,5454,3723,19897,263.855,714.868,7.742,6.633,3.173,6.435,262.821,716.465,8.079,232,680,1,73,63,13
68,80.137,193.716,993,938,6358573,6403.397,2133.334,5836,3725,11490,694.284,714.589,1.516,3.504,1.569,3.453,693.75,716.393,1.446,678,690,1,31,43,4
69,166.327,264.668,2061,903,12383243,6008.366,2064.105,5464,3723,15880,114.808,707.359,3.941,3.472,0.762,3.507,115.007,706.72,3.83,105,689,1,21,35,8
70,106.526,225.403,1320,945,8100143,6136.472,2386.577,5405,3723,16581,340.313,710.798,2.914,3.066,1.139,2.838,339.79,710.608,2.841,324,700,1,37,23,7
71,19.772,56.093,245,245,1165902,4758.784,653.502,4812,3732,6062,82.502,711.804,1.314,1.429,0.538,1.359,82.528,711.908,1.298,78,702,1,12,19,2
72,57.137,148.598,708,469,5963221,8422.629,5378.32,6444,3723,29263,828.835,726.958,3.315,3.003,1.373,2.767,827.861,727.859,3.551,818,712,1,29,24,6
73,282.941,503.023,3506,2166,26568740,7578.078,3208.024,6966.5,3723,22891,791.073,725.199,4.069,4.664,1.34,4.759,792.123,727.318,3.86,771,700,1,41,46,9
74,237.828,464.89,2947,2301,17191030,5833.4,1968.914,5276,3723,15374,391.577,148.931,4.091,4.038,1.403,3.984,392.553,149.584,4.046,368,123,2,47,54,6
75,39.221,109.662,486,481,3099805,6378.2,2238.502,5777,3728,11968,343.035,134.681,3.669,2.329,1.259,2.093,342.62,135.38,3.677,335,115,2,22,33,3
76,21.386,63.905,265,222,1686137,6362.781,3137.986,4898,3756,16595,358.981,244.185,2.898,1.569,0.497,1.474,359.147,244.167,2.875,349,237,2,16,18,3
77,44.951,118.332,557,420,2996308,5379.368,1764.17,4621,3726,10968,453.052,290.567,4.253,2.152,0.661,2.052,453.014,290.688,4.362,446,282,2,15,24,5
78,439.341,880.317,5444,4098,38244904,7025.147,3027,6072,3725,20253,646.861,343.309,8.073,6.11,2.939,5.456,647.632,344.501,7.838,607,294,2,63,102,12
79,57.46,115.317,712,504,7488863,10518.066,6597.323,7954,3723,30414,319.629,369.899,3.287,2.124,0.486,2.067,319.246,369.768,3.212,312,359,2,18,23,4
80,27.6,93.397,342,286,1637687,4788.559,967.016,4498,3726,7164,261.471,454.278,4.213,1.987,0.764,1.858,261.445,454.284,4.28,253,444,2,16,24,5
81,17.916,61.594,222,222,1313355,5916.014,1829.251,5513.5,3731,11056,443.541,535.757,2.689,1.663,0.703,1.565,443.748,535.816,2.72,434,530,2,22,13,3
82,27.197,107.31,337,281,1487329,4413.439,719.3,4212,3727,7562,5.682,602.908,4.789,2.4,0.828,2.382,5.734,602.88,4.747,0,593,2,17,19,7
83,20.014,69.657,248,246,1097805,4426.633,604.206,4280,3730,6409,402.754,693.121,2.782,1.492,0.526,1.511,402.656,693.34,2.765,395,684,2,16,17,3
84,207.807,382.832,2575,1766,16254386,6312.383,2029.033,5790,3724,12882,481.117,704.865,4.63,4.272,1.851,3.955,481.105,704.45,4.471,450,691,2,63,32,8
85,46.646,104.728,578,418,5017489,8680.776,4693.454,7082,3725,22208,306.562,704.63,3.557,2.052,0.56,1.938,306.252,704.692,3.597,299,696,2,22,17,4
86,90.709,216.998,1124,976,6518091,5799.013,2153.073,4868.5,3723,13318,469.706,106.707,5.552,3.035,1.327,2.892,469.564,106.992,5.554,455,84,3,30,40,5
87,16.867,49.578,209,175,1220922,5841.732,1791.133,5214,3730,10580,416.636,125.636,3.895,1.361,0.272,1.339,416.623,125.457,3.88,412,120,3,10,14,3
88,65.853,201.424,816,696,3826144,4688.902,901.131,4434,3724,8020,598.35,135.499,5.993,2.966,1,3.078,598.185,135.284,6.089,580,127,3,33,23,8
89,18.561,72.55,230,228,1072232,4661.878,914.248,4400.5,3732,7798,559.648,140.657,3.748,1.969,0.936,1.846,559.955,140.281,3.745,545,131,3,26,21,3
90,42.207,137.268,523,489,2647135,5061.443,1223.694,4663,3730,9252,331.145,328.222,5.096,2.606,1.103,2.609,331.165,328.145,5.074,319,313,3,24,32,6
91,151.316,264.122,1875,1270,11647819,6212.17,1976.099,5666,3731,16233,707.714,360.658,5.857,3.163,0.913,3.078,707.877,360.786,5.934,693,341,3,32,38,6
92,129.849,241.246,1609,946,12168160,7562.561,3219.29,7040,3727,24032,776.702,551.551,5.848,3.248,0.945,3.221,777.322,551.709,6.047,764,537,3,28,33,7
93,16.786,55.085,208,184,1046962,5033.471,1266.459,4619,3727,7972,479.303,564.558,4.221,1.38,0.396,1.331,479.343,564.502,4.196,474,559,3,13,13,4
94,39.786,118.881,493,473,2336130,4738.601,875.194,4456,3726,7421,15.671,571.097,4.911,2.657,1.123,2.617,15.035,571.323,4.962,0,562,3,32,20,5
95,27.035,80.007,335,306,1669101,4982.391,897.681,4843,3728,7269,60.042,627.093,4.824,1.706,0.635,1.691,60.097,626.956,4.811,51,620,3,18,18,5
96,734.79,1550.941,9105,6610,53978112,5928.403,2364.914,5124,3723,20458,326.036,660.503,8.251,9.296,3.45,9.273,326.793,660.752,8.228,278,610,3,106,103,11
97,23.081,85.818,286,286,1438267,5028.906,984.799,4786,3728,7559,208.157,697.899,3.871,2.014,0.757,2.052,208.29,698.127,3.83,198,691,3,22,19,3
98,47.937,102.062,594,408,5020770,8452.475,3816.504,7377,3728,19599,503.364,746.34,4.559,2.005,0.411,1.969,503.32,746.266,4.533,495,738,3,18,19,4
99,37.526,100.751,465,397,2810944,6045.041,2043.575,5487,3736,12745,662.875,154.535,5.105,2.177,0.908,2.093,662.538,153.888,5.133,654,144,4,19,27,3
100,56.007,165.309,694,683,3650484,5260.063,1642.557,4753,3723,11521,312.452,231.889,4.641,3.095,1.583,2.836,312.132,232.124,4.605,292,215,4,38,33,3
101,124.604,338.435,1544,1340,7876671,5101.471,1365.674,4689,3723,12974,334.058,281.051,7.507,3.6,1.493,3.528,333.105,281.701,7.521,314,262,4,47,42,7
102,714.776,1637.568,8857,7329,54459464,6148.749,2913.453,5105,3723,26903,420.759,352.249,9.243,8.411,3.247,8.285,420.102,352.49,9.384,377,299,4,84,108,10
103,219.67,492.719,2722,1989,16615944,6104.314,2702.152,5205,3724,17927,383.717,414.693,10.907,4.468,1.521,4.543,383.577,415.518,11.068,362,388,4,43,45,10
104,125.33,265.167,1553,1079,11676192,7518.475,4029.086,5921,3727,22464,436.557,426.12,6.264,3.239,1.147,3.274,437.148,425.593,6.372,417,408,4,34,36,6
105,22.839,71.833,283,274,1280171,4523.572,656.949,4338,3729,6609,66.074,550.117,5.491,1.737,0.725,1.709,65.992,549.893,5.504,61,539,4,13,21,4
106,58.993,143.667,731,598,3954437,5409.626,1788.4,4818,3726,14373,743.375,566.067,5.731,2.265,0.672,2.206,743.563,565.727,5.739,732,555,4,25,22,6
107,156.4,319.436,1938,1320,15819814,8162.958,5165.976,6220,3730,29910,817.57,652.706,10.57,4.059,1.7,3.837,818.587,652.554,11.047,793,633,4,40,39,10
108,375.022,580.138,4647,2248,28850380,6208.388,2520.034,5393,3723,19158,89.617,692.45,9.153,5.562,2.169,5.765,89.522,692.715,9.437,64,663,4,52,59,10
109,16.544,57.81,205,205,921680,4496,666.422,4314,3724,6541,464.385,77.917,5.737,1.634,0.72,1.537,464.509,77.99,5.762,457,69,5,14,22,2
110,17.27,71.995,214,213,988729,4620.229,776.176,4362.5,3728,6570,508.009,100.505,7.22,2.179,0.845,2.062,507.925,100.293,7.279,498,92,5,19,19,5
111,201.755,420.019,2500,1775,13954468,5581.787,2170.771,4774,3725,16615,350.254,168.502,8.666,4.325,1.607,4.129,350.686,169.288,8.683,328,144,5,48,47,8
112,18.158,68.527,225,209,1061899,4719.551,983.241,4367,3726,7906,657.867,181.227,6.067,1.583,0.658,1.521,657.854,181.178,6.054,651,175,5,17,15,4
113,146.07,408.204,1810,1592,9550688,5276.623,1693.27,4725,3723,15413,522.418,200.58,8.057,3.716,1.436,3.48,522.733,200.19,8.142,505,182,5,39,51,8
114,305.941,660.594,3791,2831,21898972,5776.569,1994.821,5122,3724,16206,408.127,209.751,8.795,5.716,2.643,5.608,407.808,209.526,8.79,382,180,5,72,52,8
115,102.411,191.139,1269,811,11144323,8781.973,4114.646,7842,3729,22953,732.525,363.168,7.442,2.768,0.804,2.659,732.594,362.332,7.292,724,348,5,17,33,7
116,68.839,199.036,853,777,4534048,5315.414,1563.813,4785,3723,10881,379.047,371.586,6.785,2.945,1.163,2.819,379.078,371.289,6.821,366,355,5,30,35,4
117,46.565,111.611,577,448,3025747,5243.929,1185.548,4897,3723,8285,66.679,438.454,6.487,2.068,0.603,2.011,66.616,438.209,6.516,59,429,5,18,24,4
118,857.941,1122.92,10631,5773,82542320,7764.304,3388.599,7009,3723,29836,452.23,474.481,10.742,6.935,2.714,6.829,451.719,474.247,10.992,413,437,5,85,81,9
119,16.867,59.85,209,203,1054515,5045.526,1011.906,4938,3731,7427,268.239,587.809,6.196,1.478,0.584,1.424,268.239,587.681,6.228,261,580,5,13,18,3
120,23.565,75.668,292,248,1410354,4829.979,950.378,4569.5,3724,7957,732.284,618.661,7.332,1.736,0.682,1.737,732.034,618.536,7.332,724,612,5,19,13,5
121,42.207,131.78,523,466,2513228,4805.407,827.143,4620,3724,7379,432.95,54.727,8.025,2.188,0.848,2.157,432.955,54.744,8.025,424,44,6,20,23,6
122,101.362,216.939,1256,904,6900077,5493.692,1971.267,4771,3723,14870,361.458,79.077,8.18,2.877,0.853,2.764,361.551,78.861,8.351,343,67,6,35,27,6
123,41.642,104.974,516,404,3629374,7033.67,3570.994,5750.5,3726,18825,597.155,79.207,7.981,1.986,0.58,1.974,596.741,79.034,7.984,587,70,6,21,18,5
124,49.309,124.311,611,527,3196543,5231.658,1331.19,5009,3729,10934,320.408,145.079,8.791,2.109,0.782,2.058,320.279,144.745,8.868,312,136,6,19,22,6
125,85.544,210.47,1060,910,5815431,5486.256,1455.516,5110.5,3734,9799,148.63,283.458,9.811,2.743,0.997,2.71,148.824,283.159,9.91,129,270,6,35,27,7
126,301.583,404.354,3737,2068,36711632,9823.824,4639.034,9401,3732,25368,222.563,323.464,10.205,3.98,1.026,3.893,222.843,323.284,10.296,201,304,6,44,41,8
127,22.354,85.34,277,277,1405933,5075.57,973.747,4955,3726,7792,712.04,325.173,7.357,2.965,1.315,2.927,712.133,325.254,7.374,700,308,6,24,33,3
128,34.621,87.548,429,354,2306312,5376.019,1512.315,4914,3731,10284,311.886,348.632,7.04,1.757,0.462,1.722,312.115,348.633,7.088,304,340,6,17,19,3
129,16.221,53.181,201,201,1084316,5394.607,1091.33,5212,3729,7859,468.537,345.697,6.264,1.397,0.548,1.33,468.415,345.667,6.262,460,339,6,19,14,2
130,29.295,95.095,363,327,1791088,4934.127,1042.241,4675,3723,7874,104.862,425.355,7.187,1.978,0.841,1.952,104.734,425.618,7.165,94,413,6,21,23,4
131,81.347,151.769,1008,673,9137419,9064.899,4607.018,7621,3726,23753,115.853,438.809,7.397,2.407,0.674,2.395,115.387,439.31,7.468,105,427,6,22,23,4
132,267.285,408.439,3312,1988,27469748,8294.006,5414.346,6501,3723,38628,710.486,460.818,9.63,3.957,1.261,3.828,710.132,458.073,9.697,692,438,6,38,52,7
133,88.691,218.585,1099,864,6007027,5465.903,1382.538,5180,3726,9318,125.646,638.177,7.628,3.002,1.213,2.863,125.548,637.763,7.591,114,616,6,25,43,5
134,46.081,114.722,571,414,3866766,6771.919,2353.33,6072,3729,12089,698.48,727.457,8.256,2.202,0.675,2.236,698.254,727.48,8.191,691,719,6,18,18,6
135,516.573,851.054,6401,4026,51667168,8071.734,4658.85,6647,3723,32469,381.327,744.302,10.726,5.985,2.428,5.701,383.101,744.276,10.697,344,717,6,83,52,8
136,71.663,192.089,888,717,4649779,5236.238,1467.941,4766.5,3724,10860,525.108,38.453,9.486,3.175,1.347,3.08,524.404,38.692,9.439,509,27,7,41,23,5
137,34.056,107.046,422,398,1915161,4538.296,788.688,4230,3723,6843,456.055,107.408,9.308,2.05,0.814,1.971,455.986,107.294,9.309,448,97,7,18,24,5
138,41.804,157.851,518,505,2279540,4400.656,701.42,4137,3723,6966,603.651,207.473,10.459,2.885,1.375,2.759,603.731,206.881,10.455,596,188,7,19,38,6
139,31.151,118.235,386,369,1837929,4761.474,822.655,4617,3723,6930,231.018,239.365,8.233,2.487,1.031,2.514,230.955,239.654,8.252,224,224,7,22,32,3
140,48.583,134.834,602,544,3539252,5879.156,1674.67,5639.5,3730,10970,675.36,243.947,8.56,2.83,1.161,2.83,675.124,243.904,8.534,657,237,7,37,14,4
141,218.379,479.683,2706,2097,14872724,5496.203,2152.437,4712,3723,14939,469.058,257.824,9.664,4.609,1.778,4.651,469.018,258.283,9.735,445,226,7,45,60,6
142,80.379,237.392,996,817,6184853,6209.692,3039.557,4926,3723,17031,518.414,260.977,9.497,3.173,1.499,2.912,518.726,262.034,9.425,501,243,7,46,36,6
143,20.175,69.735,250,236,1591948,6367.792,3157.976,5264,3741,16384,642.056,300.444,8.272,1.797,0.853,1.675,641.982,300.407,8.387,637,288,7,11,26,4
144,57.944,147.289,718,618,4382205,6103.35,2314.511,5329,3727,14528,317.837,351.095,10.726,2.449,1.124,2.241,317.801,351.526,10.803,303,340,7,33,22,6
145,271.158,487.344,3360,2242,21779192,6481.902,2561.777,5926,3725,20267,479.702,392.534,11.101,4.429,1.79,4.164,478.428,393.512,11.277,462,367,7,52,50,7
146,55.926,196.538,693,645,3344297,4825.825,918.036,4639,3723,8192,743.825,428.887,9.703,3.09,1.024,3.088,744.033,428.881,9.685,734,411,7,25,31,6
147,29.618,101.519,367,314,1619518,4412.855,589.39,4250,3731,6319,151.316,475.011,8.687,2.246,0.632,2.278,151.387,474.846,8.7,144,465,7,16,23,5
148,59.8,140.69,741,569,5515317,7443.073,3344.129,6402,3738,19010,287.761,499.294,9.308,2.451,0.854,2.44,287.093,499.283,9.315,275,492,7,29,16,5
149,485.18,832.683,6012,3734,43927568,7306.648,3512.476,6320,3724,28449,341.594,511.736,10.252,5.78,2.598,5.192,340.202,513.101,10.27,311,477,7,75,70,7
150,35.751,85.217,443,341,3409712,7696.867,3362.342,6703,3724,14997,75.661,581.391,8.381,1.805,0.465,1.784,75.586,581.555,8.4,71,572,7,12,20,4
151,18.642,58.63,231,197,1464791,6341.086,2955.562,5404,3750,15865,412.922,629.602,7.723,1.507,0.511,1.471,412.77,630.039,7.771,407,620,7,13,17,3
152,278.018,493.624,3445,2151,21517840,6246.107,2038.205,5779,3724,14769,514.626,627.343,10.681,4.778,1.955,4.251,515.508,627.707,10.768,481,610,7,62,32,7
153,58.267,169.067,722,666,4323390,5988.075,2073.188,5426,3723,13444,434.072,668.215,9.356,2.388,0.949,2.452,433.9,668.028,9.432,422,657,7,26,27,5
154,371.955,526.462,4609,2595,31608438,6857.982,3051.505,6009,3723,24672,828.687,709.536,10.534,4.753,1.685,4.721,829.975,709.73,10.699,797,684,7,55,46,7
155,201.755,298.593,2500,1323,18365364,7346.146,3776.215,6488,3725,28779,193.68,731.708,10.528,3.437,0.742,3.38,193.573,730.91,10.248,179,710,7,30,40,7
156,23.161,62.943,287,240,2464691,8587.773,4644.172,7037,3727,21831,669.606,747.209,8.432,1.466,0.3,1.511,669.724,747.104,8.439,662,741,7,14,13,4
157,23.968,83.474,297,297,1460687,4918.138,1266.72,4459,3724,8986,331.97,225.438,8.778,1.999,0.812,1.996,331.972,226.193,8.729,322,215,8,21,21,3
158,42.449,134.157,526,519,2689757,5113.606,1444.645,4733,3733,11186,444.85,281.181,10.517,2.369,0.994,2.252,444.666,280.882,10.638,432,271,8,29,23,5
159,93.211,226.36,1155,1064,5770627,4996.214,1174.577,4628,3730,10255,169.432,355.871,9.15,2.863,1.031,2.873,170.168,355.824,9.146,154,344,8,34,30,4
160,51.326,148.128,636,569,3256679,5120.564,1637.314,4519,3728,11159,464.792,363.143,11.409,2.495,0.892,2.444,464.281,363.142,11.545,452,351,8,26,24,6
161,24.211,82.583,300,300,1567104,5223.68,1585.094,4744.5,3733,10788,641.223,466.333,8.707,1.973,0.634,1.949,641.183,467.072,8.756,633,457,8,17,21,2
