Count,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
185,89.418,211.596,1108,1056,3819982,3447.637,1232.205,3081.5,2307,9108,21.412,764.806,12.564,3.011,1.367,2.856,22.458,765.111,12.649,4,746,11,39,38,3
186,17.028,50.146,211,183,702439,3329.095,986.692,2991,2309,6321,551.161,813.853,12.133,1.329,0.279,1.296,551.162,813.744,12.098,545,809,11,13,12,3
187,17.997,54.44,223,202,1033467,4634.381,1917.983,4129,2341,10953,390.211,831.762,12.269,1.419,0.442,1.386,389.98,832.276,12.309,382,825,11,17,11,3
188,18.319,51.58,227,227,779343,3433.229,1005.622,3093,2306,5710,537.493,321.727,12.471,1.294,0.409,1.31,537.202,321.599,12.455,531,316,12,16,13,2
189,18.642,62.743,231,231,594742,2574.641,428.879,2449,2306,4536,214.355,392.965,12.511,1.494,0.574,1.451,214.371,393.345,12.537,207,384,12,15,19,2
190,16.705,55.066,207,207,705795,3409.638,867.562,3143,2321,5680,459.86,567.034,12.483,1.578,0.775,1.397,460.333,567.007,12.454,447,563,12,22,9,2
191,16.625,48.41,206,206,1493838,7251.641,4956.194,5553,2339,21192,258.786,618.092,12.67,1.254,0.386,1.268,258.942,618.135,12.79,252,612,12,14,13,2
192,18.965,63.447,235,235,715140,3043.149,502.428,2895,2306,4511,124.94,686.26,12.864,1.892,0.819,1.877,124.89,686.234,12.876,118,674,12,13,26,2
193,25.986,78.755,322,322,875104,2717.714,345.95,2622,2309,3720,164.547,719.46,12.404,1.995,1.054,1.794,164.586,719.884,12.428,157,702,12,15,29,2
1,43.498,130.38,539,521,2047304,3798.338,959.877,3490,2789,6914,481.262,14.898,3.824,2.534,1.124,2.43,480.645,15.199,3.911,468,0,1,31,25,6
2,42.046,140.485,521,515,1771657,3400.493,634.15,3227,2787,5940,467.631,45.923,1.463,2.461,0.977,2.436,467.43,45.952,1.425,450,32,1,32,29,4
3,168.425,493.157,2087,1892,7819609,3746.818,860.162,3498,2787,7794,429.28,49.828,6.178,5.548,2.588,5.19,430.108,50.2,6.382,386,30,1,65,41,12
4,553.453,1054.653,6858,4805,37740492,5503.134,3623.662,4315,2787,33057,441.035,110.97,4.62,7.037,2.775,6.815,438.254,110.462,4.581,394,85,1,93,58,9
5,67.709,181.281,839,695,3941424,4697.764,1963.216,4017,2787,11660,320.206,103.492,2.145,2.776,1.27,2.47,320.336,103.118,2.108,301,92,1,37,27,6
6,834.054,1791.633,10335,7848,47885884,4633.371,2688.304,3794,2787,29571,561.001,144.854,3.679,12.526,6.547,12.03,560.99,142.509,3.704,480,107,1,154,99,11
7,62.302,183.916,772,673,2780854,3602.143,681.067,3414,2792,5789,415.031,149.622,2.04,3.365,1.675,2.953,414.243,148.938,1.964,393,131,1,40,41,4
8,18.4,58.96,228,228,844158,3702.447,675.894,3581.5,2792,5025,460.105,156.61,1,1.725,0.714,1.718,460.094,156.468,1,451,149,1,21,18,1
9,110.319,286.085,1367,1073,5120297,3745.645,837.53,3533,2787,6902,358.518,164.264,3.108,3.748,1.425,3.65,358.259,164.429,3.184,343,146,1,36,39,8
10,20.418,58.236,253,228,904093,3573.49,510.231,3470,2795,5016,256.802,157.522,2.372,1.436,0.412,1.421,256.84,157.524,2.369,249,152,1,17,12,3
11,171.491,415.94,2125,1701,8543554,4020.496,1253.639,3486,2789,8005,428.128,213.446,5.902,4.383,2.059,3.851,427.923,213.613,6.1,408,190,1,56,40,9
12,22.193,59.334,275,275,2088953,7596.193,4754.571,5422,2805,20148,223.178,201.415,1.367,1.471,0.528,1.428,222.784,201.595,1.21,214,196,1,19,12,2
13,24.533,74.571,304,304,1324081,4355.53,1300.45,4023.5,2790,7948,272.066,212.99,1.365,1.833,0.821,1.753,272.253,213.023,1.314,259,204,1,23,17,2
14,20.74,61.594,257,257,945626,3679.479,562.989,3689,2797,4798,359.471,226.28,1.658,1.77,0.778,1.708,359.537,226.428,1.65,355,217,1,10,23,2
15,16.221,55.221,201,201,691030,3437.96,642.438,3260,2787,5395,597.124,230.443,1.338,1.442,0.517,1.439,597.459,230.461,1.299,590,224,1,15,14,2
16,16.947,57.72,210,210,795334,3787.305,910.154,3485,2787,6639,241.476,229.395,1.59,1.503,0.647,1.4,241.404,229.636,1.634,236,219,1,15,21,2
17,22.354,79.877,277,269,1069696,3861.719,822.542,3733,2798,6150,285.455,247.534,5.007,1.981,1.074,1.684,285.273,247.784,5.132,278,237,1,19,21,7
18,29.214,78.768,362,357,1328513,3669.925,733.372,3443,2794,5837,530.967,262.912,1.641,1.715,0.646,1.721,530.898,263.014,1.67,522,253,1,17,21,3
19,102.33,277.429,1268,1102,5096750,4019.519,1163.418,3627.5,2788,8975,478.547,288.532,2.688,3.402,1.333,3.33,478.731,288.161,2.664,460,271,1,36,39,5
20,178.513,432.558,2212,1818,13076138,5911.455,4061.877,4170.5,2787,22495,165.537,337.657,2.603,5.526,1.489,5.549,162.412,334.644,2.557,139,317,1,56,53,6
21,368.565,920.299,4567,3902,19865924,4349.885,1843.968,3696,2787,13689,568.577,368.636,5.354,7.154,2.625,7.306,567.39,369.317,5.367,539,323,1,71,78,12
22,184.565,462.272,2287,2087,9311877,4071.656,1226.222,3744,2787,9815,500.498,353.991,3.127,4.609,1.657,4.511,499.532,353.793,3.012,470,335,1,58,43,8
23,256.47,390.112,3178,1755,16244181,5111.448,1850.367,4653.5,2789,12511,643.447,357.506,3.581,4.447,1.685,4.092,644.049,357.368,3.408,628,332,1,26,58,7
24,31.07,76.605,385,321,1852430,4811.506,2010.142,4209,2788,12405,125.13,389.231,1.73,1.665,0.461,1.664,125.441,389.405,1.746,115,383,1,18,15,3
25,31.635,122.702,392,381,1236755,3154.987,260.491,3103.5,2788,3914,355.554,392.324,2.536,2.392,0.917,2.341,355.534,392.349,2.533,343,379,1,26,25,4
26,40.432,121.049,501,363,1654693,3302.781,449.134,3184,2787,5064,395.12,392.896,3.477,2.142,0.603,2.219,395.027,392.947,3.427,388,384,1,18,21,6
27,53.344,160.543,661,546,2337873,3536.873,661.381,3341,2787,5670,343.28,415.964,2.233,2.854,1.272,2.738,343.37,415.608,2.274,334,402,1,18,35,4
28,93.533,161.769,1159,673,10642752,9182.702,6327.187,6845,2790,27192,242.167,409.912,3.412,2.54,0.511,2.573,242.058,410.223,3.419,231,399,1,23,22,6
29,223.06,653.24,2764,2478,11273409,4078.657,1772.495,3357.5,2787,13294,377.55,465.005,2.974,8.447,4.048,7.619,374.797,467.913,2.998,332,410,1,85,87,6
30,243.397,562.752,3016,2500,12972269,4301.15,1453.387,3782,2787,10043,469.931,428.555,3.245,4.802,1.901,4.764,471.411,428.948,3.323,435,406,1,65,49,7
31,21.225,76.036,263,239,884287,3362.308,480.346,3229,2789,4887,160.213,422.449,1.624,1.915,0.702,1.882,160.006,422.236,1.589,150,413,1,19,17,5
32,18.077,67.862,224,224,737384,3291.893,387.914,3191,2794,4457,371.781,422.045,2.031,1.79,0.78,1.727,371.902,422.086,2.017,359,417,1,23,12,3
33,105.316,303.969,1305,1020,4719646,3616.587,1006.629,3310,2787,9146,538.451,452.17,3.444,3.882,1.386,3.895,538.673,452.055,3.436,522,430,1,34,41,9
34,263.088,616.648,3260,2707,13217999,4054.601,1265.646,3716.5,2787,12087,301.342,464.95,3.392,4.856,1.885,4.982,301.664,464.325,3.402,270,437,1,59,53,8
35,27.277,90.795,338,311,1317464,3897.823,866.701,3744.5,2791,6995,567.414,464.16,2.408,1.809,0.611,1.896,567.483,464.023,2.417,558,457,1,19,17,4
36,158.741,307.142,1967,1374,10556388,5366.745,4486.208,3535,2788,29241,511.773,476.821,2.874,3.542,1.232,3.275,511.193,475.6,2.975,499,457,1,27,45,6
37,44.467,129.643,551,491,2236065,4058.194,1463.018,3467,2788,9191,562.898,486.838,3.247,2.611,1.017,2.608,562.972,485.932,3.122,550,474,1,22,28,5
38,16.625,53.956,206,206,742691,3605.296,511.761,3628,2788,4569,412.971,493.403,1.044,1.53,0.577,1.558,412.835,493.4,1.035,406,485,1,15,18,2
39,36.961,102.468,458,374,2074252,4528.935,1648.703,3866,2824,9946,85.266,484.033,3.096,2.089,0.804,1.994,84.9,483.971,3.184,77,474,1,19,23,5
40,46.726,128.43,579,553,1996065,3447.435,416.52,3442,2792,4697,456.668,497.434,1.808,2.231,0.9,2.211,456.552,497.544,1.802,443,485,1,26,28,3
41,173.993,528.511,2156,1896,7989580,3705.742,839.811,3493,2787,7536,325.862,530.686,4.698,6.063,2.287,6.176,325.597,530.157,4.674,311,496,1,40,68,11
42,293.351,789.593,3635,3215,13104494,3605.088,814.451,3365,2787,8660,580.901,511.481,5.642,6.657,2.512,6.398,581.117,511.435,5.537,550,474,1,58,71,13
43,30.909,123.097,383,382,1375563,3591.548,846.925,3317,2791,6499,439.501,536.269,2.854,2.952,1.201,2.938,439.324,535.887,2.892,428,523,1,21,33,4
44,253.242,693.188,3138,2577,12049630,3839.907,1053.152,3486,2788,9005,364.2,523.281,4.456,6.125,2.41,5.998,364.522,523.28,4.436,333,501,1,80,43,10
45,19287.098,34826.188,238992,158851,1255079552,5251.555,2939.222,4285,2787,38707,555.681,723.177,6.415,31.799,13.201,31.077,559.737,727.765,6.453,312,505,1,426,333,13
46,42.611,144.338,528,489,1915260,3627.386,799.939,3328,2787,6092,561.6,552.18,3.511,2.55,0.906,2.544,561.442,552.557,3.651,553,537,1,17,26,6
47,807.987,1809.033,10012,7396,50508680,5044.814,2966.004,3900,2787,19513,379.679,577.858,4.954,9.366,4.131,8.631,376.975,577.363,5.313,298,533,1,145,83,12
48,16.302,61.013,202,202,653598,3235.634,335.642,3164,2795,3928,443.535,571.693,1,1.906,0.95,1.863,443.415,571.491,1,433,561,1,18,27,1
49,54.877,159.53,680,634,2431874,3576.285,697.329,3333,2792,5735,290.112,590.971,2.135,3.254,1.47,3.149,289.866,591.433,2.192,278,567,1,25,46,4
50,20.256,64.454,251,251,1061991,4231.04,1194.869,3954,2787,7330,279.347,576.287,2.343,1.783,0.816,1.695,278.99,575.816,2.397,271,568,1,17,22,3
51,18.804,56.693,233,214,983593,4221.429,1203.239,3900,2806,7272,106.524,623.258,1.73,1.415,0.47,1.42,106.435,623.358,1.728,99,617,1,16,13,3
52,61.656,120.818,764,535,8854489,11589.646,9314.642,8177,2794,36056,154.24,628.492,2.014,2.16,0.509,2.16,154.454,628.747,1.728,141,620,1,23,19,4
53,24.937,80.157,309,309,1010288,3269.541,272.437,3253,2792,3834,315.126,634.939,1.081,2.008,0.808,2.03,315.171,634.798,1.075,306,624,1,19,24,2
54,101.281,311.061,1255,1196,4663906,3716.26,916.267,3421,2787,7634,348.299,639.531,2.727,4.04,1.711,3.78,348.4,638.933,2.626,318,622,1,51,41,5
55,159.87,391.824,1981,1726,7624609,3848.869,995.439,3520,2787,7312,164.245,662.131,3.34,3.742,1.43,3.733,164.681,662.104,3.209,141,641,1,39,44,8
56,2382.803,5338.712,29526,22104,126417312,4281.559,1618.224,3757,2787,17437,298.82,768.487,5.839,16.05,6.549,16.415,298.847,767.158,5.869,238,649,1,131,193,13
57,150.267,395.915,1862,1839,8344370,4481.402,1653.464,4101,2787,12555,218.473,696.591,1.565,4.384,1.8,4.426,217.457,697.383,1.463,189,664,1,55,54,5
58,17.916,53.536,222,205,1008451,4542.572,1638.28,4054,2792,9032,84.613,691.378,2.131,1.393,0.394,1.331,84.606,691.508,2.161,80,683,1,11,16,3
59,59.639,173.659,739,739,3662038,4955.396,2027.793,4363,2788,11127,129.77,754.497,1.322,3.335,1.46,3.233,128.642,754.782,1.233,118,737,1,35,42,2
60,26.309,87.864,326,324,1113525,3415.721,436.592,3380,2789,4352,479.577,740.773,2.359,1.971,0.911,1.841,479.538,740.624,2.352,471,731,1,15,27,4
61,58.993,135.384,731,596,2981855,4079.145,1317.839,3647,2787,9469,28.104,770.294,2.804,2.46,0.991,2.267,28.077,770.506,2.86,21,754,1,17,33,4
62,38.898,106.317,482,411,1887894,3916.792,1224.969,3433.5,2791,8502,208.465,776.068,1.699,2.082,0.794,2.036,208.334,775.518,1.744,199,767,1,20,25,3
63,39.867,112.462,494,370,1681221,3403.281,506.728,3262.5,2789,5225,355.856,783.128,2.437,2.049,0.53,1.963,355.761,783.165,2.423,345,775,1,21,18,5
64,107.253,269.112,1329,1093,4724606,3555.008,641.175,3398,2787,6255,174.381,787.583,5.293,3.4,1.504,3.067,174.637,787.74,5.181,153,771,1,36,33,9
65,82.074,217.67,1017,948,5078139,4993.254,2503.377,3945,2795,14302,150.262,823.542,1.795,3.399,1.328,3.471,149.635,824.574,1.742,136,805,1,34,37,4
66,18.077,53.672,224,224,984158,4393.562,1568.7,3808.5,2796,8814,575.339,825.562,1.317,1.433,0.522,1.405,575.375,825.867,1.249,567,818,1,17,13,2
67,20.175,59.747,250,250,803414,3213.656,276.927,3169.5,2794,3953,550.984,10.876,2.444,1.484,0.561,1.484,550.896,10.857,2.438,541,5,2,19,14,2
68,386.643,629.685,4791,2503,35386860,7386.111,7226.937,4496,2787,42109,568.187,30.39,6.34,4.581,1.128,4.583,571.369,30.157,5.736,542,8,2,49,42,11
69,22.274,78.128,276,267,929865,3369.076,764.905,3046,2793,6199,486.986,207.928,2.554,1.76,0.695,1.808,487.547,207.861,2.603,478,197,2,20,22,3
70,32.846,85.249,407,285,1728729,4247.491,1250.703,3995,2790,7513,463,204.612,4.069,1.782,0.475,1.727,463.038,204.552,4.061,456,198,2,17,14,6
71,29.94,82.583,371,349,1409714,3799.768,1149.999,3311,2793,8156,629.469,220.571,2.712,1.702,0.591,1.659,629.452,220.788,2.728,623,209,2,15,21,3
72,169.07,382.279,2095,1369,12967698,6189.832,4580.742,4135,2789,24330,431.147,259.49,9.765,4.223,1.788,3.804,430.825,258.104,10.183,397,245,2,61,34,12
73,30.102,97.052,373,368,1292787,3465.917,584.526,3259,2790,4748,609.201,265.035,2.402,1.974,0.826,1.892,608.752,265.025,2.373,599,254,2,26,22,3
74,25.34,97.174,314,309,1011292,3220.675,341.194,3132,2788,4144,633.557,295.634,2.745,2.309,0.791,2.299,633.752,295.517,2.729,625,285,2,20,22,4
75,19.691,64.331,244,244,1065470,4366.68,1053.098,4298.5,2800,6578,181.246,303.471,2.131,1.686,0.721,1.615,181.276,303.388,2.1,172,294,2,19,20,2
76,30.747,83.015,381,313,1743636,4576.473,1688.455,4047,2787,10860,305.493,333.945,3.483,1.699,0.476,1.697,305.389,333.994,3.475,296,326,2,18,16,4
77,23.161,73.983,287,214,956171,3331.606,512.315,3159,2788,4967,363.206,358.557,5.199,1.81,0.689,1.692,363.038,358.712,5.196,357,351,2,14,14,6
78,663.934,1572.447,8227,6414,37199340,4521.617,2157.807,3747,2787,18789,644.837,521.426,8.917,9.469,4.427,8.745,645.579,524.511,8.781,613,437,2,70,144,12
79,85.302,254.992,1057,881,3808266,3602.901,1007.607,3269,2788,9957,243.739,580.924,5.036,4.147,1.753,3.987,242.868,581.696,4.999,223,561,2,41,43,7
80,60.607,153.164,751,591,3711220,4941.705,2076.264,4159,2790,10502,453.324,600.807,4.696,2.475,0.897,2.365,452.954,600.8,4.716,445,588,2,20,29,6
81,16.705,64.311,207,206,679690,3283.527,412.844,3136,2788,4543,311.106,626.101,3.556,1.92,0.841,1.835,310.916,625.769,3.527,303,618,2,15,22,4
82,180.853,413.349,2241,1626,13988427,6242.047,4875.107,3831,2787,24437,369.01,78.445,9.486,4.28,1.679,4.185,365.804,76.755,10.145,350,65,3,47,32,11
83,35.267,94.908,437,381,1805118,4130.705,1211.755,3814,2787,8279,343.332,147.259,4.261,1.951,0.692,1.928,343.216,147.337,4.221,334,139,3,22,17,4
84,27.035,89.95,335,331,1312917,3919.155,960.962,3686,2792,6778,464.737,251.021,4.501,1.861,0.758,1.909,464.694,251.097,4.517,456,239,3,19,23,4
85,17.754,76.378,220,216,682902,3104.1,258.474,3032.5,2787,3843,330.995,291.932,3.827,1.909,0.862,1.814,330.925,291.918,3.826,318,285,3,23,18,4
86,41.965,124.673,520,520,1929478,3710.535,728.485,3556,2795,5846,480.796,330.59,3.86,2.914,1.379,2.942,480.525,330.538,3.824,465,321,3,34,24,3
87,65.853,228.108,816,721,2700561,3309.511,468.61,3184,2788,5358,315.513,430.074,7.199,3.299,1.281,3.381,315.52,430.438,7.21,302,412,3,24,35,9
88,21.628,77.049,268,219,866985,3235.019,337.249,3130,2795,4217,268.336,425.627,4.896,1.798,0.603,1.81,268.288,425.687,4.876,262,419,3,19,14,5
89,22.839,79.167,283,233,1117343,3948.208,1773.822,3253,2787,10646,257.47,438.664,5.141,1.767,0.546,1.857,256.955,438.227,4.891,251,431,3,16,15,6
90,29.133,80.988,361,302,1295337,3588.191,494.666,3562,2795,4813,430.953,467.582,3.884,1.791,0.547,1.745,430.895,467.579,3.869,420,459,3,21,16,3
91,283.667,566.976,3515,2209,14074468,4004.116,1286.317,3574,2787,10783,291.524,574.287,7.922,5.303,2.403,4.898,290.965,575.702,8.087,278,536,3,33,77,10
92,169.716,339.041,2103,1430,14989884,7127.857,6183.411,4502,2788,35532,201.573,560.932,5.243,4.981,2.682,4.849,197.454,565.76,5.337,182,531,3,56,52,6
93,103.137,339.765,1278,1139,4366963,3417.029,628.091,3208,2788,6178,454.743,564.51,8.153,4.899,2.007,5.025,454.822,564.643,8.059,427,536,3,53,48,10
94,117.825,353.671,1460,1316,5504383,3770.125,964.562,3429,2789,7500,202.08,629.998,5.938,3.873,1.702,3.63,201.927,630.639,5.939,182,608,3,41,48,7
95,28.649,80.892,355,337,1488395,4192.662,1236.966,3776,2793,8442,615.67,628.817,3.89,1.799,0.687,1.679,615.93,628.933,3.876,603,621,3,25,15,3
96,20.418,66.332,253,230,946000,3739.13,1101.526,3345,2798,8095,348.115,676.186,4.265,1.605,0.677,1.53,348.365,675.743,4.333,343,668,3,12,20,4
97,31.474,95.082,390,323,1326977,3402.505,430.451,3315,2789,4691,171.338,716.577,4.833,1.942,0.7,1.833,171.41,716.545,4.811,160,708,3,20,20,4
98,29.618,96.444,367,279,1260534,3434.698,575.638,3232,2787,5205,127.91,833.03,5.856,2.07,0.811,2.112,127.716,832.974,5.865,119,826,3,21,13,7
99,25.986,83.661,322,294,1100754,3418.491,511.559,3260,2791,4603,288.68,138.05,5.484,1.702,0.547,1.742,288.7,138.134,5.519,280,130,4,18,17,4
100,25.421,81.544,315,298,1095272,3477.054,574.943,3352,2789,5639,454.841,170.568,5.41,1.837,0.774,1.727,454.862,170.713,5.397,443,159,4,21,19,3
101,17.109,67.32,212,212,666006,3141.538,419.68,2970.5,2790,4719,198.09,229.132,4.42,2.043,1.046,1.947,198.344,228.685,4.434,188,217,4,19,26,2
102,29.618,118.9,367,366,1258198,3428.333,494.997,3370,2787,5076,347.591,240.54,6.556,2.238,1.031,2.153,347.627,240.598,6.566,333,232,4,30,19,6
103,55.442,157.98,687,630,2792090,4064.177,1348.054,3565,2788,8524,171.977,296.141,7.878,2.685,1.205,2.563,172.458,297.082,7.963,153,281,4,33,31,6
104,39.867,116.105,494,480,1949535,3946.427,880.075,3670,2790,6522,411.638,292.047,5.468,2.354,1.084,2.242,411.519,292.261,5.451,397,280,4,33,21,3
105,255.906,405.337,3171,1572,35932544,11331.612,10143.693,6645,2789,40785,640.028,405.204,10.282,4.032,1.172,3.847,641.074,405.904,11.03,624,386,4,30,40,10
106,71.663,149.329,888,674,3924415,4419.386,1254.912,4144,2787,8506,655.497,449.869,5.74,2.419,0.697,2.385,655.563,449.669,5.754,645,437,4,21,26,4
107,120.084,257.212,1488,1065,7244218,4868.426,2541.766,4001.5,2787,17612,587.892,468.084,6.654,3.297,1.19,3.229,587.754,467.646,6.667,573,453,4,32,34,7
108,22.435,78.095,278,250,966979,3478.342,565.32,3308,2788,5028,608.41,474.309,6.406,1.871,0.692,1.835,608.211,474.262,6.447,598,467,4,20,14,5
109,19.853,62.594,246,246,797607,3242.305,331.132,3209,2787,4125,664.63,498.146,4.537,1.488,0.555,1.446,664.767,498.064,4.54,656,490,4,15,17,2
110,20.014,63.976,248,248,1011338,4077.976,929.323,3864,2791,6163,103.573,509.823,4.738,1.514,0.597,1.471,103.599,509.513,4.71,97,503,4,17,17,3
111,18.884,60.586,234,228,899067,3842.167,795.413,3650.5,2798,5718,566.564,529.491,5.534,1.507,0.601,1.434,566.572,529.43,5.494,562,521,4,11,19,4
112,44.386,143.77,550,541,2422502,4404.549,2001.371,3648.5,2788,12398,591.758,557.08,4.735,2.773,1.375,2.78,589.765,557.22,4.566,577,546,4,36,25,4
113,18.319,67.397,227,215,732031,3224.806,390.991,3103,2789,4401,401.123,581.881,5.454,1.768,0.816,1.685,400.88,582.017,5.457,393,575,4,23,15,3
114,22.274,65.261,276,268,927062,3358.92,388.106,3338,2788,4436,231.899,662.152,5.243,1.499,0.522,1.488,231.895,662.114,5.227,225,655,4,14,15,3
115,22.597,75.842,280,236,938803,3352.868,415.414,3292,2788,4476,137.339,772.582,5.804,1.802,0.882,1.654,137.335,772.605,5.786,132,765,4,11,18,6
116,20.337,73.693,252,250,861444,3418.428,545.089,3298.5,2790,5193,442.198,15.925,5.5,1.86,0.901,1.596,442.556,16.2,5.478,431,10,5,24,18,3
117,69.969,182.875,867,674,4650232,5363.589,3759.589,3620,2789,20569,567.642,100.186,6.589,2.945,1.423,2.718,565.061,100.848,6.52,554,89,5,35,23,5
118,40.674,104.044,504,436,2227260,4419.167,1631.177,3966.5,2789,10581,510.23,157.107,7.954,1.883,0.529,1.828,510.363,157.022,7.98,502,146,5,19,22,5
119,106.93,230.349,1325,1052,6241094,4710.26,1663.303,4220,2789,9430,391.574,191.958,7.088,3.095,1.293,2.995,391.838,192.637,7.149,379,171,5,25,42,5
120,787.085,1101.014,9753,5796,71616280,7343,4827.975,6142,2787,39129,582.584,249.143,10.728,7.952,3.922,7.302,586.27,248.05,10.943,525,231,5,117,58,9
121,75.94,192.206,941,885,4179895,4441.971,1412.845,4029,2787,8347,446.723,302.964,6.711,3.351,1.428,3.332,447.065,303.002,6.65,426,288,5,39,31,6
122,17.674,53.859,219,207,968098,4420.539,1398.798,4026,2806,8395,551.164,309.42,5.68,1.347,0.431,1.352,551.005,309.354,5.691,544,304,5,17,12,3
123,94.098,217.649,1166,981,5999397,5145.28,2483.013,4041,2789,13187,588.989,317.94,6.395,3.187,1.476,2.872,588.928,318.238,6.426,568,295,5,37,40,5
124,28.649,107.698,355,350,1153306,3248.749,471.682,3062,2792,4815,289.152,342.445,6.899,2.832,1.077,2.769,289.566,342.594,6.993,274,336,5,29,16,6
125,169.877,404.412,2105,1663,8775684,4168.971,1463.083,3581,2787,10488,427.418,517.786,9.321,3.545,1.188,3.556,427.139,517.028,9.361,412,500,5,34,41,8
126,31.312,77.909,388,322,2237637,5767.105,2794.48,4799,2801,15242,128.742,527.742,6.168,1.797,0.586,1.716,129.141,527.92,6.162,117,522,5,21,13,3
127,23.404,75.94,290,289,1055579,3639.927,690.731,3502,2805,5860,387.176,542.845,6.328,1.879,0.963,1.637,387.417,542.748,6.33,373,538,5,28,11,3
128,25.905,85.527,321,309,1112994,3467.271,573.863,3368,2788,5715,467.492,578.981,6.296,1.917,0.725,1.868,467.244,578.926,6.291,455,573,5,22,16,4
129,79.249,166.321,982,617,6063924,6175.075,4729.193,4066,2792,25333,229.226,631.532,7.342,2.487,0.656,2.501,230.729,632.428,7.066,216,620,5,25,21,6
130,19.53,68.695,242,219,815385,3369.36,415.31,3330.5,2787,4458,46.698,787.831,6.831,1.781,0.764,1.749,46.699,787.844,6.807,41,779,5,13,18,5
131,20.902,72.479,259,259,917185,3541.255,565.893,3432,2793,5277,502.023,89.514,6.317,2.141,1.206,1.906,501.914,89.663,6.306,492,77,6,25,24,2
132,25.26,69.806,313,291,1346800,4302.875,1263.183,4004,2793,7920,275.674,192.888,6.655,1.625,0.662,1.553,275.525,193.229,6.673,268,181,6,15,21,3
133,80.298,206.701,995,940,4593338,4616.42,1730.901,4155,2790,11748,618.141,231.411,7.314,2.937,1.222,2.794,618.338,230.876,7.322,597,220,6,40,27,4
134,24.856,84.481,308,289,1391279,4517.14,1639.669,4101.5,2787,9858,191.331,257.153,7.562,2.056,1.025,1.883,191.831,256.624,7.615,179,247,6,21,23,4
135,30.263,96.116,375,361,1489018,3970.715,938.805,3744,2788,6391,495.269,274.76,7.752,2.055,0.958,1.867,494.91,274.999,7.78,481,266,6,28,19,4
136,96.681,259.279,1198,1082,4949000,4131.052,1278.166,3679,2787,8768,519.651,305.846,9.373,3.661,1.57,3.418,519.435,305.938,9.36,498,296,6,49,22,7
137,24.372,80.594,302,282,1228682,4068.483,1455.27,3496,2788,9710,546.295,322.063,7.209,1.925,0.758,1.996,546.006,321.819,7.227,536,313,6,21,18,3
138,24.614,76.727,305,261,1301149,4266.062,1396.086,3867,2788,8434,148.97,360.19,7.895,1.933,0.801,1.92,148.786,360.05,7.87,142,353,6,18,15,5
139,45.919,158,569,552,2095834,3683.364,853.417,3413,2787,7145,290.209,437.564,7.875,2.78,1.072,2.89,289.779,437.302,7.813,276,420,6,26,31,5
140,80.54,202.709,998,802,4155125,4163.452,1157.331,3793.5,2788,7674,520.369,438.547,9.909,2.663,0.994,2.495,520.552,438.256,9.82,507,424,6,25,32,8
141,28.084,77.993,348,298,1404285,4035.302,1017.725,3805,2788,6972,498.21,490.092,7.17,1.767,0.576,1.662,498.364,489.872,7.224,490,480,6,15,20,3
142,277.857,665.922,3443,2662,19169534,5567.684,3800.015,4109,2787,21432,569.998,542.432,9.671,7.696,4.269,7.994,573.28,542.964,9.82,520,498,6,92,83,8
143,18.4,57.003,228,228,938707,4117.136,1107.709,3682,2829,7058,64.68,507.482,6.583,1.419,0.529,1.387,64.32,507.605,6.543,58,501,6,16,15,3
144,18.884,65.919,234,226,787274,3364.419,441.61,3385,2787,4732,418.863,711.705,7.35,1.622,0.599,1.603,418.961,711.593,7.359,409,705,6,19,14,3
145,142.035,315.559,1760,1333,7490697,4256.078,1508.326,3659,2789,10222,90.422,808.31,8.16,3.77,1.565,3.62,90.255,809.305,8.076,79,783,6,25,48,6
146,26.47,84.358,328,237,1248646,3806.848,903.397,3573,2797,7021,368.863,815.293,8.863,2.039,0.627,2.139,368.819,815.499,8.988,363,806,6,12,16,6
147,87.804,197.706,1088,782,4707987,4327.194,1369.174,3995,2788,9833,308.595,107.802,9.651,2.862,1.038,2.585,308.614,107.862,9.663,296,96,7,32,24,6
148,46.323,143.692,574,513,1956090,3407.822,445.864,3359.5,2787,4709,614.411,124.15,9.704,2.397,0.842,2.329,614.429,124.138,9.697,604,113,7,21,21,6
149,42.853,147.47,531,531,1867841,3517.591,667.132,3324,2788,5819,292.282,281.58,8.418,3.242,1.171,3.171,292.416,281.733,8.43,279,262,7,33,33,3
150,39.06,127.965,484,442,1714987,3543.362,773.189,3310,2790,6727,632.422,292.31,9.882,2.64,1.14,2.55,632.411,291.947,9.971,622,275,7,23,30,5
151,249.772,488.598,3095,2368,15181754,4905.251,2221.708,4038,2788,13115,223.842,315.319,9.768,5.298,2.958,4.58,222.484,315.14,9.65,175,296,7,83,41,6
152,17.109,65.093,212,212,679528,3205.321,279.939,3165,2788,3848,444.071,414,7.184,2.401,0.943,2.564,444.087,413.883,7.181,439,401,7,15,27,2
153,146.797,322.313,1819,1397,9885556,5434.61,2936.727,4293,2788,22883,673.77,607.178,11.091,4.218,2.096,3.89,675.446,606.486,11.111,641,590,7,51,38,7
